id_inter,hagrid_one,hagrid_two,type
8413,168,193,NULL
8412,168,192,NULL
8411,168,189,NULL
8410,168,188,NULL
8409,168,303,NULL
8408,168,172,NULL
8407,168,170,NULL
8406,168,297,NULL
8405,168,168,NULL
8404,168,294,NULL
8403,168,35,NULL
8402,168,159,NULL
8401,168,175,NULL
8400,168,25,NULL
8399,168,151,NULL
8398,168,19,NULL
8397,168,143,NULL
8396,168,9,NULL
8395,168,6,NULL
8394,168,128,NULL
8422,167,137,NULL
8440,166,15,NULL
8439,166,215,NULL
8438,166,210,NULL
8437,166,74,NULL
8436,166,63,NULL
8435,166,60,NULL
8434,166,185,NULL
8433,166,56,NULL
8432,166,41,NULL
8431,166,40,NULL
8430,166,166,NULL
8429,166,32,NULL
8428,166,22,NULL
8427,166,19,NULL
8426,166,271,NULL
8425,166,137,NULL
8424,166,6,NULL
8423,166,3,NULL
8451,165,19,NULL
8450,165,271,NULL
8449,165,205,NULL
8448,165,74,NULL
8447,165,41,NULL
8446,165,40,NULL
8445,165,165,NULL
8482,164,235,NULL
8481,164,232,NULL
8480,164,99,NULL
8479,164,223,NULL
8478,164,94,NULL
8477,164,221,NULL
8476,164,212,NULL
8475,164,163,NULL
8474,164,78,NULL
8473,164,205,NULL
8472,164,71,NULL
8471,164,61,NULL
8470,164,54,NULL
8469,164,179,NULL
8468,164,43,NULL
8467,164,298,NULL
8466,164,40,NULL
8465,164,164,NULL
8464,164,35,NULL
8463,164,34,NULL
8462,164,161,NULL
8461,164,147,NULL
8460,164,274,NULL
8459,164,137,NULL
8458,164,8,NULL
8457,164,6,NULL
8520,163,120,NULL
8519,163,115,NULL
8518,163,106,NULL
8517,163,226,NULL
8516,163,223,NULL
8515,163,94,NULL
8514,163,221,NULL
8513,163,88,NULL
8512,163,87,NULL
8511,163,212,NULL
8510,163,163,NULL
8509,163,205,NULL
8508,163,199,NULL
8507,163,69,NULL
8506,163,193,NULL
8505,163,174,NULL
8504,163,45,NULL
8503,163,172,NULL
8502,163,170,NULL
8501,163,40,NULL
8500,163,39,NULL
8499,163,38,NULL
8498,163,164,NULL
8497,163,35,NULL
8496,163,32,NULL
8495,163,157,NULL
8494,163,284,NULL
8493,163,283,NULL
8492,163,151,NULL
8491,163,22,NULL
8490,163,140,NULL
8489,163,137,NULL
8488,163,6,NULL
8487,163,150,NULL
8532,162,116,NULL
8531,162,244,NULL
8530,162,274,NULL
8529,162,305,NULL
8528,162,14,NULL
8527,162,290,NULL
8526,162,138,NULL
8525,162,105,NULL
8524,162,6,NULL
8523,162,130,NULL
8540,161,223,NULL
8539,161,122,NULL
8538,161,245,NULL
8537,161,74,NULL
8536,161,40,NULL
8535,161,6,NULL
8534,161,164,NULL
8533,161,3,NULL
8566,160,245,NULL
8565,160,110,NULL
8564,160,93,NULL
8563,160,212,NULL
8562,160,208,NULL
8561,160,205,NULL
8560,160,75,NULL
8559,160,74,NULL
8558,160,71,NULL
8557,160,69,NULL
8556,160,63,NULL
8555,160,189,NULL
8554,160,188,NULL
8553,160,179,NULL
8552,160,50,NULL
8551,160,302,NULL
8550,160,199,NULL
8549,160,40,NULL
8548,160,39,NULL
8547,160,159,NULL
8546,160,284,NULL
8545,160,143,NULL
8544,160,8,NULL
8543,160,135,NULL
8542,160,6,NULL
8541,160,3,NULL
8594,159,122,NULL
8593,159,248,NULL
8592,159,119,NULL
8591,159,245,NULL
8590,159,147,NULL
8589,159,103,NULL
8588,159,220,NULL
8587,159,216,NULL
8586,159,78,NULL
8585,159,75,NULL
8584,159,199,NULL
8583,159,193,NULL
8582,159,63,NULL
8581,159,61,NULL
8580,159,57,NULL
8579,159,71,NULL
8578,159,168,NULL
8577,159,39,NULL
8576,159,160,NULL
8575,159,154,NULL
8574,159,152,NULL
8573,159,151,NULL
8572,159,150,NULL
8571,159,275,NULL
8570,159,137,NULL
8569,159,278,NULL
8599,157,243,NULL
8598,157,157,NULL
8597,157,269,NULL
8596,157,163,NULL
8595,157,193,NULL
8600,156,156,NULL
8602,155,155,NULL
8601,155,105,NULL
8606,154,103,NULL
8605,154,135,NULL
8604,154,159,NULL
8603,154,154,NULL
8608,153,78,NULL
8607,153,16,NULL
8627,152,189,NULL
8626,152,284,NULL
8625,152,122,NULL
8624,152,281,NULL
8623,152,170,NULL
8622,152,150,NULL
8621,152,212,NULL
8620,152,3,NULL
8619,152,269,NULL
8618,152,302,NULL
8617,152,130,NULL
8616,152,74,NULL
8615,152,137,NULL
8614,152,40,NULL
8613,152,199,NULL
8612,152,6,NULL
8611,152,275,NULL
8610,152,35,NULL
8609,152,226,NULL
8681,151,110,NULL
8680,151,210,NULL
8679,151,231,NULL
8678,151,101,NULL
8677,151,227,NULL
8676,151,226,NULL
8675,151,96,NULL
8674,151,223,NULL
8673,151,94,NULL
8672,151,92,NULL
8671,151,219,NULL
8670,151,89,NULL
8669,151,216,NULL
8668,151,203,NULL
8667,151,85,NULL
8666,151,82,NULL
8665,151,81,NULL
8664,151,80,NULL
8663,151,207,NULL
8662,151,75,NULL
8661,151,200,NULL
8660,151,197,NULL
8659,151,196,NULL
8658,151,195,NULL
8657,151,194,NULL
8656,151,65,NULL
8655,151,192,NULL
8654,151,62,NULL
8653,151,61,NULL
8652,151,60,NULL
8651,151,174,NULL
8650,151,172,NULL
8649,151,170,NULL
8648,151,168,NULL
8647,151,39,NULL
8646,151,163,NULL
8645,151,159,NULL
8644,151,286,NULL
8643,151,284,NULL
8642,151,283,NULL
8641,151,281,NULL
8640,151,23,NULL
8639,151,22,NULL
8638,151,276,NULL
8637,151,18,NULL
8636,151,88,NULL
8635,151,143,NULL
8634,151,151,NULL
8633,151,209,NULL
8632,151,9,NULL
8631,151,263,NULL
8630,151,6,NULL
8629,151,64,NULL
8734,150,252,NULL
8733,150,123,NULL
8732,150,120,NULL
8731,150,247,NULL
8730,150,125,NULL
8729,150,110,NULL
8728,150,124,NULL
8727,150,251,NULL
8726,150,96,NULL
8725,150,223,NULL
8724,150,94,NULL
8723,150,93,NULL
8722,150,216,NULL
8721,150,85,NULL
8720,150,35,NULL
8719,150,207,NULL
8718,150,205,NULL
8717,150,183,NULL
8716,150,74,NULL
8715,150,201,NULL
8714,150,195,NULL
8713,150,192,NULL
8712,150,60,NULL
8711,150,185,NULL
8710,150,55,NULL
8709,150,50,NULL
8708,150,221,NULL
8707,150,45,NULL
8706,150,172,NULL
8705,150,43,NULL
8704,150,39,NULL
8703,150,163,NULL
8702,150,34,NULL
8701,150,32,NULL
8700,150,159,NULL
8699,150,303,NULL
8698,150,281,NULL
8697,150,152,NULL
8696,150,22,NULL
8695,150,18,NULL
8694,150,143,NULL
8693,150,13,NULL
8692,150,44,NULL
8691,150,6,NULL
8690,150,150,NULL
8689,150,256,NULL
8688,150,128,NULL
8739,149,126,NULL
8738,149,261,NULL
8737,149,194,NULL
8736,149,137,NULL
8741,148,300,NULL
8740,148,67,NULL
8755,147,159,NULL
8754,147,189,NULL
8753,147,85,NULL
8752,147,84,NULL
8751,147,147,NULL
8750,147,141,NULL
8749,147,13,NULL
8748,147,11,NULL
8747,147,74,NULL
8746,147,104,NULL
8745,147,199,NULL
8744,147,211,NULL
8743,147,164,NULL
8742,147,67,NULL
8757,146,193,NULL
8756,146,137,NULL
8758,145,130,NULL
8792,143,216,NULL
8791,143,82,NULL
8790,143,207,NULL
8789,143,76,NULL
8788,143,75,NULL
8787,143,199,NULL
8786,143,194,NULL
8785,143,65,NULL
8784,143,64,NULL
8783,143,245,NULL
8782,143,62,NULL
8781,143,61,NULL
8780,143,60,NULL
8779,143,55,NULL
8778,143,180,NULL
8777,143,50,NULL
8776,143,176,NULL
8775,143,172,NULL
8774,143,170,NULL
8773,143,297,NULL
8772,143,168,NULL
8771,143,39,NULL
8770,143,160,NULL
8769,143,25,NULL
8768,143,151,NULL
8767,143,22,NULL
8766,143,276,NULL
8765,143,143,NULL
8764,143,9,NULL
8763,143,8,NULL
8762,143,263,NULL
8761,143,6,NULL
8760,143,150,NULL
8759,143,256,NULL
8821,141,63,NULL
8820,141,250,NULL
8819,141,119,NULL
8818,141,67,NULL
8817,141,16,NULL
8816,141,78,NULL
8815,141,141,NULL
8814,141,107,NULL
8813,141,106,NULL
8812,141,105,NULL
8811,141,40,NULL
8810,141,39,NULL
8809,141,147,NULL
8808,141,3,NULL
8807,141,130,NULL
8824,140,197,NULL
8823,140,163,NULL
8822,140,105,NULL
8834,139,284,NULL
8833,139,250,NULL
8832,139,217,NULL
8831,139,122,NULL
8830,139,212,NULL
8829,139,299,NULL
8828,139,138,NULL
8827,139,137,NULL
8826,139,139,NULL
8841,138,139,NULL
8840,138,138,NULL
8839,138,134,NULL
8838,138,162,NULL
8837,138,224,NULL
8904,137,248,NULL
8903,137,247,NULL
8902,137,245,NULL
8901,137,244,NULL
8900,137,83,NULL
8899,137,114,NULL
8898,137,107,NULL
8897,137,101,NULL
8896,137,97,NULL
8895,137,224,NULL
8894,137,223,NULL
8893,137,93,NULL
8892,137,220,NULL
8891,137,91,NULL
8890,137,90,NULL
8889,137,87,NULL
8888,137,214,NULL
8887,137,213,NULL
8886,137,35,NULL
8885,137,210,NULL
8884,137,209,NULL
8883,137,288,NULL
8882,137,205,NULL
8881,137,74,NULL
8880,137,199,NULL
8879,137,198,NULL
8878,137,195,NULL
8877,137,66,NULL
8876,137,193,NULL
8875,137,191,NULL
8874,137,265,NULL
8873,137,54,NULL
8872,137,179,NULL
8871,137,178,NULL
8870,137,305,NULL
8869,137,304,NULL
8868,137,50,NULL
8867,137,172,NULL
8866,137,299,NULL
8865,137,40,NULL
8864,137,39,NULL
8863,137,166,NULL
8862,137,164,NULL
8861,137,163,NULL
8860,137,32,NULL
8859,137,159,NULL
8858,137,30,NULL
8857,137,167,NULL
8856,137,284,NULL
8855,137,152,NULL
8854,137,21,NULL
8853,137,146,NULL
8852,137,15,NULL
8851,137,269,NULL
8850,137,139,NULL
8849,137,137,NULL
8848,137,136,NULL
8847,137,263,NULL
8846,137,134,NULL
8845,137,3,NULL
8844,137,129,NULL
8843,137,149,NULL
8915,136,201,NULL
8914,136,85,NULL
8913,136,210,NULL
8912,136,74,NULL
8911,136,137,NULL
8910,136,40,NULL
8909,136,199,NULL
8908,136,6,NULL
8907,136,35,NULL
8906,136,226,NULL
8923,135,154,NULL
8922,135,216,NULL
8921,135,212,NULL
8920,135,243,NULL
8919,135,40,NULL
8918,135,3,NULL
8917,135,160,NULL
8928,134,10,NULL
8927,134,220,NULL
8926,134,138,NULL
8925,134,137,NULL
8930,133,260,NULL
8929,133,300,NULL
8931,132,132,NULL
8943,131,223,NULL
8942,131,170,NULL
8941,131,120,NULL
8940,131,201,NULL
8939,131,85,NULL
8938,131,211,NULL
8937,131,247,NULL
8936,131,74,NULL
8935,131,105,NULL
8934,131,295,NULL
8933,131,97,NULL
8932,131,64,NULL
8957,130,241,NULL
8956,130,152,NULL
8955,130,245,NULL
8954,130,145,NULL
8953,130,16,NULL
8952,130,141,NULL
8951,130,305,NULL
8950,130,199,NULL
8949,130,257,NULL
8948,130,69,NULL
8947,130,162,NULL
8946,130,107,NULL
8945,130,130,NULL
8944,130,129,NULL
8964,129,212,NULL
8963,129,107,NULL
8962,129,137,NULL
8961,129,129,NULL
8960,129,130,NULL
8959,129,257,NULL
8968,128,94,NULL
8967,128,150,NULL
8966,128,105,NULL
8965,128,168,NULL
8974,126,176,NULL
8973,126,106,NULL
8972,126,9,NULL
8971,126,231,NULL
8970,126,261,NULL
8969,126,67,NULL
8989,125,151,NULL
8988,125,150,NULL
8987,125,245,NULL
8986,125,106,NULL
8985,125,112,NULL
8984,125,207,NULL
8983,125,74,NULL
8982,125,199,NULL
8981,125,163,NULL
8980,125,194,NULL
8979,125,64,NULL
8978,125,160,NULL
9008,124,89,NULL
9007,124,216,NULL
9006,124,183,NULL
9005,124,150,NULL
9004,124,245,NULL
9003,124,210,NULL
9002,124,120,NULL
9001,124,124,NULL
9000,124,110,NULL
8999,124,60,NULL
8998,124,97,NULL
8997,124,164,NULL
8996,124,35,NULL
8995,124,96,NULL
8994,124,64,NULL
9025,123,61,NULL
9024,123,120,NULL
9023,123,9,NULL
9022,123,150,NULL
9021,123,212,NULL
9020,123,275,NULL
9019,123,210,NULL
9018,123,113,NULL
9017,123,297,NULL
9016,123,8,NULL
9015,123,39,NULL
9014,123,6,NULL
9013,123,164,NULL
9012,123,35,NULL
9011,123,64,NULL
9064,122,228,NULL
9063,122,227,NULL
9062,122,98,NULL
9061,122,94,NULL
9060,122,122,NULL
9059,122,220,NULL
9058,122,164,NULL
9057,122,215,NULL
9056,122,78,NULL
9055,122,74,NULL
9054,122,33,NULL
9053,122,267,NULL
9052,122,185,NULL
9051,122,56,NULL
9050,122,55,NULL
9049,122,52,NULL
9048,122,51,NULL
9047,122,174,NULL
9046,122,71,NULL
9045,122,42,NULL
9044,122,41,NULL
9043,122,40,NULL
9042,122,166,NULL
9041,122,165,NULL
9040,122,36,NULL
9039,122,34,NULL
9038,122,161,NULL
9037,122,32,NULL
9036,122,159,NULL
9035,122,286,NULL
9034,122,285,NULL
9033,122,152,NULL
9032,122,19,NULL
9031,122,139,NULL
9030,122,199,NULL
9029,122,3,NULL
9028,122,1,NULL
9080,121,117,NULL
9079,121,223,NULL
9078,121,25,NULL
9077,121,216,NULL
9076,121,151,NULL
9075,121,181,NULL
9074,121,121,NULL
9073,121,48,NULL
9072,121,14,NULL
9071,121,215,NULL
9070,121,106,NULL
9069,121,40,NULL
9068,121,43,NULL
9067,121,160,NULL
9121,120,227,NULL
9120,120,96,NULL
9119,120,94,NULL
9118,120,89,NULL
9117,120,88,NULL
9116,120,85,NULL
9115,120,210,NULL
9114,120,80,NULL
9113,120,207,NULL
9112,120,78,NULL
9111,120,305,NULL
9110,120,204,NULL
9109,120,202,NULL
9108,120,201,NULL
9107,120,196,NULL
9106,120,194,NULL
9105,120,193,NULL
9104,120,190,NULL
9103,120,61,NULL
9102,120,59,NULL
9101,120,180,NULL
9100,120,50,NULL
9099,120,177,NULL
9098,120,176,NULL
9097,120,172,NULL
9096,120,170,NULL
9095,120,168,NULL
9094,120,39,NULL
9093,120,65,NULL
9092,120,163,NULL
9091,120,30,NULL
9090,120,284,NULL
9089,120,25,NULL
9088,120,151,NULL
9087,120,22,NULL
9086,120,18,NULL
9085,120,14,NULL
9084,120,263,NULL
9083,120,6,NULL
9082,120,150,NULL
9081,120,131,NULL
9139,119,220,NULL
9138,119,119,NULL
9137,119,278,NULL
9136,119,117,NULL
9135,119,112,NULL
9134,119,141,NULL
9133,119,268,NULL
9132,119,92,NULL
9131,119,71,NULL
9130,119,6,NULL
9129,119,69,NULL
9146,118,116,NULL
9145,118,113,NULL
9144,118,302,NULL
9143,118,39,NULL
9142,118,231,NULL
9141,118,67,NULL
9183,117,116,NULL
9182,117,113,NULL
9181,117,112,NULL
9180,117,239,NULL
9179,117,110,NULL
9178,117,106,NULL
9177,117,103,NULL
9176,117,98,NULL
9175,117,94,NULL
9174,117,220,NULL
9173,117,216,NULL
9172,117,87,NULL
9171,117,214,NULL
9170,117,213,NULL
9169,117,212,NULL
9168,117,210,NULL
9167,117,269,NULL
9166,117,78,NULL
9165,117,62,NULL
9164,117,67,NULL
9163,117,64,NULL
9162,117,190,NULL
9161,117,61,NULL
9160,117,60,NULL
9159,117,182,NULL
9158,117,39,NULL
9157,117,164,NULL
9156,117,275,NULL
9155,117,274,NULL
9154,117,88,NULL
9153,117,14,NULL
9152,117,13,NULL
9151,117,267,NULL
9150,117,8,NULL
9149,117,263,NULL
9148,117,6,NULL
9208,116,117,NULL
9207,116,116,NULL
9206,116,112,NULL
9205,116,105,NULL
9204,116,94,NULL
9203,116,85,NULL
9202,116,212,NULL
9201,116,80,NULL
9200,116,74,NULL
9199,116,71,NULL
9198,116,68,NULL
9197,116,195,NULL
9196,116,245,NULL
9195,116,61,NULL
9194,116,188,NULL
9193,116,176,NULL
9192,116,44,NULL
9191,116,162,NULL
9190,116,67,NULL
9189,116,13,NULL
9188,116,9,NULL
9221,115,189,NULL
9220,115,298,NULL
9219,115,120,NULL
9218,115,86,NULL
9217,115,85,NULL
9216,115,115,NULL
9215,115,99,NULL
9214,115,234,NULL
9213,115,211,NULL
9212,115,179,NULL
9211,115,163,NULL
9210,115,96,NULL
9230,114,177,NULL
9229,114,13,NULL
9228,114,183,NULL
9227,114,201,NULL
9226,114,113,NULL
9225,114,68,NULL
9224,114,195,NULL
9223,114,97,NULL
9260,113,189,NULL
9259,113,109,NULL
9258,113,236,NULL
9257,113,106,NULL
9256,113,226,NULL
9255,113,94,NULL
9254,113,92,NULL
9253,113,84,NULL
9252,113,83,NULL
9251,113,210,NULL
9250,113,79,NULL
9249,113,78,NULL
9248,113,204,NULL
9247,113,67,NULL
9246,113,193,NULL
9245,113,64,NULL
9244,113,61,NULL
9243,113,60,NULL
9242,113,177,NULL
9241,113,302,NULL
9240,113,40,NULL
9239,113,284,NULL
9238,113,151,NULL
9237,113,195,NULL
9236,113,13,NULL
9235,113,12,NULL
9234,113,6,NULL
9301,112,125,NULL
9300,112,119,NULL
9299,112,117,NULL
9298,112,116,NULL
9297,112,113,NULL
9296,112,112,NULL
9295,112,239,NULL
9294,112,110,NULL
9293,112,106,NULL
9292,112,60,NULL
9291,112,231,NULL
9290,112,88,NULL
9289,112,105,NULL
9288,112,214,NULL
9287,112,85,NULL
9286,112,212,NULL
9285,112,83,NULL
9284,112,80,NULL
9283,112,269,NULL
9282,112,204,NULL
9281,112,195,NULL
9280,112,190,NULL
9279,112,61,NULL
9278,112,188,NULL
9277,112,44,NULL
9276,112,40,NULL
9275,112,39,NULL
9274,112,67,NULL
9273,112,274,NULL
9272,112,216,NULL
9271,112,13,NULL
9270,112,9,NULL
9269,112,8,NULL
9268,112,263,NULL
9305,111,11,NULL
9304,111,299,NULL
9303,111,104,NULL
9348,110,110,NULL
9347,110,106,NULL
9346,110,104,NULL
9345,110,227,NULL
9344,110,97,NULL
9343,110,223,NULL
9342,110,94,NULL
9341,110,89,NULL
9340,110,88,NULL
9339,110,85,NULL
9338,110,210,NULL
9337,110,173,NULL
9336,110,74,NULL
9335,110,200,NULL
9334,110,71,NULL
9333,110,194,NULL
9332,110,64,NULL
9331,110,63,NULL
9330,110,61,NULL
9329,110,188,NULL
9328,110,180,NULL
9327,110,178,NULL
9326,110,176,NULL
9325,110,117,NULL
9324,110,172,NULL
9323,110,299,NULL
9322,110,170,NULL
9321,110,40,NULL
9320,110,295,NULL
9319,110,35,NULL
9318,110,160,NULL
9317,110,25,NULL
9316,110,151,NULL
9315,110,150,NULL
9314,110,276,NULL
9313,110,18,NULL
9312,110,143,NULL
9311,110,11,NULL
9310,110,6,NULL
9309,110,22,NULL
9308,110,43,NULL
9356,109,299,NULL
9355,109,113,NULL
9354,109,11,NULL
9366,107,58,NULL
9365,107,216,NULL
9364,107,78,NULL
9363,107,141,NULL
9362,107,107,NULL
9361,107,137,NULL
9360,107,130,NULL
9359,107,129,NULL
9405,106,243,NULL
9404,106,113,NULL
9403,106,112,NULL
9402,106,239,NULL
9401,106,110,NULL
9400,106,295,NULL
9399,106,106,NULL
9398,106,60,NULL
9397,106,97,NULL
9396,106,94,NULL
9395,106,216,NULL
9394,106,105,NULL
9393,106,213,NULL
9392,106,212,NULL
9391,106,163,NULL
9390,106,269,NULL
9389,106,78,NULL
9388,106,75,NULL
9387,106,74,NULL
9386,106,199,NULL
9385,106,67,NULL
9384,106,61,NULL
9383,106,188,NULL
9382,106,9,NULL
9381,106,174,NULL
9380,106,44,NULL
9379,106,170,NULL
9378,106,297,NULL
9377,106,40,NULL
9376,106,39,NULL
9375,106,35,NULL
9374,106,25,NULL
9373,106,143,NULL
9372,106,14,NULL
9371,106,141,NULL
9370,106,13,NULL
9369,106,172,NULL
9368,106,6,NULL
9367,106,3,NULL
9434,105,245,NULL
9433,105,116,NULL
9432,105,114,NULL
9431,105,112,NULL
9430,105,106,NULL
9429,105,105,NULL
9428,105,228,NULL
9427,105,94,NULL
9426,105,221,NULL
9425,105,78,NULL
9424,105,74,NULL
9423,105,68,NULL
9422,105,195,NULL
9421,105,61,NULL
9420,105,44,NULL
9419,105,162,NULL
9418,105,155,NULL
9417,105,141,NULL
9416,105,140,NULL
9415,105,9,NULL
9414,105,8,NULL
9413,105,131,NULL
9412,105,128,NULL
9445,104,92,NULL
9444,104,250,NULL
9443,104,147,NULL
9442,104,18,NULL
9441,104,111,NULL
9440,104,110,NULL
9439,104,109,NULL
9438,104,11,NULL
9437,104,39,NULL
9436,104,6,NULL
9435,104,299,NULL
9463,103,63,NULL
9462,103,94,NULL
9461,103,189,NULL
9460,103,159,NULL
9459,103,154,NULL
9458,103,216,NULL
9457,103,117,NULL
9456,103,243,NULL
9455,103,210,NULL
9454,103,16,NULL
9453,103,239,NULL
9452,103,74,NULL
9451,103,168,NULL
9450,103,199,NULL
9449,103,6,NULL
9448,103,197,NULL
9447,103,226,NULL
9446,103,193,NULL
9469,101,151,NULL
9468,101,207,NULL
9467,101,39,NULL
9466,101,137,NULL
9465,101,40,NULL
9464,101,71,NULL
9484,99,181,NULL
9483,99,115,NULL
9482,99,80,NULL
9481,99,303,NULL
9480,99,14,NULL
9479,99,263,NULL
9478,99,74,NULL
9477,99,297,NULL
9476,99,40,NULL
9475,99,295,NULL
9474,99,164,NULL
9473,99,99,NULL
9472,99,226,NULL
9471,99,97,NULL
9505,98,185,NULL
9504,98,214,NULL
9503,98,117,NULL
9502,98,175,NULL
9501,98,192,NULL
9500,98,199,NULL
9499,98,298,NULL
9498,98,297,NULL
9497,98,40,NULL
9496,98,71,NULL
9495,98,6,NULL
9494,98,43,NULL
9493,98,98,NULL
9492,98,96,NULL
9491,98,64,NULL
9541,97,114,NULL
9540,97,110,NULL
9539,97,82,NULL
9538,97,106,NULL
9537,97,99,NULL
9536,97,97,NULL
9535,97,224,NULL
9534,97,223,NULL
9533,97,221,NULL
9532,97,89,NULL
9531,97,227,NULL
9530,97,210,NULL
9529,97,80,NULL
9528,97,205,NULL
9527,97,74,NULL
9526,97,93,NULL
9525,97,192,NULL
9524,97,189,NULL
9523,97,307,NULL
9522,97,303,NULL
9521,97,172,NULL
9520,97,39,NULL
9519,97,166,NULL
9518,97,35,NULL
9517,97,33,NULL
9516,97,283,NULL
9515,97,19,NULL
9514,97,18,NULL
9513,97,143,NULL
9512,97,137,NULL
9511,97,6,NULL
9510,97,131,NULL
9509,97,256,NULL
9580,96,234,NULL
9579,96,98,NULL
9578,96,96,NULL
9577,96,223,NULL
9576,96,221,NULL
9575,96,85,NULL
9574,96,212,NULL
9573,96,211,NULL
9572,96,210,NULL
9571,96,81,NULL
9570,96,207,NULL
9569,96,226,NULL
9568,96,75,NULL
9567,96,201,NULL
9566,96,200,NULL
9565,96,69,NULL
9564,96,193,NULL
9563,96,64,NULL
9562,96,62,NULL
9561,96,50,NULL
9560,96,175,NULL
9559,96,172,NULL
9558,96,43,NULL
9557,96,170,NULL
9556,96,40,NULL
9555,96,39,NULL
9554,96,25,NULL
9553,96,151,NULL
9552,96,22,NULL
9551,96,276,NULL
9550,96,143,NULL
9549,96,14,NULL
9548,96,13,NULL
9547,96,8,NULL
9546,96,263,NULL
9545,96,6,NULL
9544,96,150,NULL
9543,96,256,NULL
9589,95,60,NULL
9588,95,236,NULL
9669,94,124,NULL
9668,94,123,NULL
9667,94,122,NULL
9666,94,120,NULL
9665,94,251,NULL
9664,94,62,NULL
9663,94,25,NULL
9662,94,114,NULL
9661,94,113,NULL
9660,94,189,NULL
9659,94,110,NULL
9658,94,82,NULL
9657,94,236,NULL
9656,94,231,NULL
9655,94,106,NULL
9654,94,105,NULL
9653,94,103,NULL
9652,94,99,NULL
9651,94,223,NULL
9650,94,94,NULL
9649,94,89,NULL
9648,94,216,NULL
9647,94,185,NULL
9646,94,203,NULL
9645,94,85,NULL
9644,94,193,NULL
9643,94,210,NULL
9642,94,248,NULL
9641,94,208,NULL
9640,94,205,NULL
9639,94,76,NULL
9638,94,75,NULL
9637,94,201,NULL
9636,94,198,NULL
9635,94,196,NULL
9634,94,195,NULL
9633,94,194,NULL
9632,94,65,NULL
9631,94,192,NULL
9630,94,117,NULL
9629,94,190,NULL
9628,94,61,NULL
9627,94,60,NULL
9626,94,59,NULL
9625,94,116,NULL
9624,94,55,NULL
9623,94,54,NULL
9622,94,179,NULL
9621,94,50,NULL
9620,94,177,NULL
9619,94,304,NULL
9618,94,45,NULL
9617,94,172,NULL
9616,94,43,NULL
9615,94,170,NULL
9614,94,168,NULL
9613,94,39,NULL
9612,94,163,NULL
9611,94,164,NULL
9610,94,35,NULL
9609,94,274,NULL
9608,94,284,NULL
9607,94,281,NULL
9606,94,23,NULL
9605,94,22,NULL
9604,94,252,NULL
9603,94,276,NULL
9602,94,188,NULL
9601,94,18,NULL
9600,94,143,NULL
9599,94,12,NULL
9598,94,151,NULL
9597,94,44,NULL
9596,94,64,NULL
9595,94,263,NULL
9594,94,6,NULL
9593,94,150,NULL
9592,94,128,NULL
9591,94,256,NULL
9679,93,150,NULL
9678,93,245,NULL
9677,93,212,NULL
9676,93,74,NULL
9675,93,137,NULL
9674,93,6,NULL
9673,93,97,NULL
9672,93,160,NULL
9693,92,151,NULL
9692,92,118,NULL
9691,92,210,NULL
9690,92,113,NULL
9689,92,11,NULL
9688,92,109,NULL
9687,92,12,NULL
9686,92,119,NULL
9685,92,104,NULL
9684,92,71,NULL
9683,92,6,NULL
9682,92,261,NULL
9681,92,67,NULL
9699,90,137,NULL
9698,90,208,NULL
9713,89,61,NULL
9712,89,172,NULL
9711,89,43,NULL
9710,89,170,NULL
9709,89,40,NULL
9708,89,39,NULL
9707,89,151,NULL
9706,89,22,NULL
9705,89,276,NULL
9704,89,88,NULL
9703,89,143,NULL
9702,89,263,NULL
9701,89,64,NULL
9740,88,50,NULL
9739,88,216,NULL
9738,88,112,NULL
9737,88,207,NULL
9736,88,110,NULL
9735,88,172,NULL
9734,88,75,NULL
9733,88,193,NULL
9732,88,284,NULL
9731,88,39,NULL
9730,88,163,NULL
9729,88,208,NULL
9751,87,54,NULL
9750,87,117,NULL
9749,87,35,NULL
9748,87,137,NULL
9747,87,163,NULL
9756,86,250,NULL
9755,86,86,NULL
9754,86,115,NULL
9753,86,297,NULL
9811,85,112,NULL
9810,85,253,NULL
9809,85,110,NULL
9808,85,234,NULL
9807,85,188,NULL
9806,85,226,NULL
9805,85,96,NULL
9804,85,94,NULL
9803,85,219,NULL
9802,85,83,NULL
9801,85,216,NULL
9800,85,85,NULL
9799,85,84,NULL
9798,85,211,NULL
9797,85,210,NULL
9796,85,81,NULL
9795,85,80,NULL
9794,85,75,NULL
9793,85,201,NULL
9792,85,69,NULL
9791,85,68,NULL
9790,85,195,NULL
9789,85,194,NULL
9788,85,65,NULL
9787,85,64,NULL
9786,85,63,NULL
9785,85,190,NULL
9784,85,61,NULL
9783,85,60,NULL
9782,85,59,NULL
9781,85,55,NULL
9780,85,180,NULL
9779,85,50,NULL
9778,85,48,NULL
9777,85,125,NULL
9776,85,172,NULL
9775,85,43,NULL
9774,85,193,NULL
9773,85,39,NULL
9772,85,281,NULL
9771,85,151,NULL
9770,85,150,NULL
9769,85,276,NULL
9768,85,147,NULL
9767,85,274,NULL
9766,85,14,NULL
9765,85,137,NULL
9764,85,136,NULL
9763,85,263,NULL
9762,85,6,NULL
9761,85,131,NULL
9760,85,192,NULL
9759,85,256,NULL
9832,84,212,NULL
9831,84,216,NULL
9830,84,85,NULL
9829,84,84,NULL
9828,84,211,NULL
9827,84,113,NULL
9826,84,79,NULL
9825,84,78,NULL
9824,84,13,NULL
9823,84,170,NULL
9822,84,9,NULL
9821,84,6,NULL
