id_hagr,kingdom,phylum,class,subclass,infraclass,superorder,order_c,suborder,family,subfamily,genus,species,name_common,synonyms
3612,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Ostariophysi,Cypriniformes,NULL,Cyprinidae,NULL,Rutilus,frisii,Kutum,Rutilus wyresuba
3613,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Ostariophysi,Cypriniformes,NULL,Cyprinidae,NULL,Rutilus,rutilus,Roach,"Ritulus ritulus, Leuciscus rutilus, Abramidopsis leuckartii, Abramis leuckartii"
3614,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Ostariophysi,Cypriniformes,NULL,Cyprinidae,NULL,Scardinius,erythrophthalmus,Pearl roach,Notemigonus crysoleucas roseus
3615,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Ostariophysi,Cypriniformes,NULL,Cyprinidae,NULL,Semotilus,atromaculatus,Creek chub,NULL
3616,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Aplocheiloidei,Aplocheilidae,Rivulinae,Austrolebias,adloffi,Annual fish,NULL
3617,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Aplocheiloidei,Aplocheilidae,Rivulinae,Austrolebias,bellottii,Argentine pearlfish,Cynolebias bellottii
3618,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Aplocheiloidei,Aplocheilidae,Rivulinae,Austrolebias,nigripinnis,Blackfin pearlfish,"Cynolebias nigripinnis, Cynolebias nigripinnis nigripinnis"
3619,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Aplocheiloidei,Aplocheilidae,Aplocheilinae,Nothobranchius,NULL,African annual fishes,"Fundulosoma, Notobranchius, Paranothobranchius"
3620,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Aplocheiloidei,Aplocheilidae,Aplocheilinae,Nothobranchius,furzeri,Turquoise killifish,NULL
3621,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Aplocheiloidei,Aplocheilidae,Aplocheilinae,Nothobranchius,guentheri,Gunther's nothobranch,Fundulus guentheri
3622,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Aplocheiloidei,Aplocheilidae,Aplocheilinae,Nothobranchius,kilomberoensis,Kilombero,NULL
3623,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Aplocheiloidei,Aplocheilidae,Aplocheilinae,Nothobranchius,korthausae,Korthaus' killifish,NULL
3624,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Aplocheiloidei,Aplocheilidae,Aplocheilinae,Nothobranchius,kuhntae,Beira killifish,NULL
3625,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Aplocheiloidei,Aplocheilidae,Aplocheilinae,Nothobranchius,rachovii,Bluefin notho,Notobranchius rachovi
3626,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Cyprinodontoidei,Cyprinodontidae,Cyprinodontinae,Cyprinodon,macularius,Desert pupfish,NULL
3627,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Cyprinodontoidei,Cyprinodontidae,Cyprinodontinae,Cyprinodon,radiosus,Owens pupfish,NULL
3628,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Cyprinodontoidei,Cyprinodontidae,Cyprinodontinae,Cyprinodon,tularosa,White sands pupfish,NULL
3629,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Cyprinodontoidei,Fundulidae,NULL,Fundulus,catenatus,Northern studfish,NULL
3630,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Cyprinodontoidei,Fundulidae,NULL,Fundulus,parvipinnis,California killifish,NULL
3631,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Cyprinodontoidei,Fundulidae,NULL,Fundulus,seminolis,Seminole killifish,NULL
3632,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Cyprinodontoidei,Fundulidae,NULL,Fundulus,zebrinus,Plains killifish,NULL
3633,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Cyprinodontoidei,Fundulidae,NULL,Leptolucania,ommata,Pygmy killifish,NULL
3634,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Cyprinodontoidei,Fundulidae,NULL,Lucania,goodei,Bluefin killifish,NULL
3635,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Cyprinodontoidei,Poeciliidae,Poeciliinae,Gambusia,affinis,Mosquitofish,"Gambusia patruelis, Gambusia affinis affinis, Gambusia holbrooki"
3636,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Cyprinodontoidei,Poeciliidae,Poeciliinae,Poecilia,reticulata,Guppy,NULL
3637,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Cyprinodontiformes,Cyprinodontoidei,Poeciliidae,Poeciliinae,Poeciliopsis,occidentalis,Gila topminnow,Poeciliopsis occidentalis occidentalis
3638,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Elopomorpha,Elopiformes,NULL,Megalopidae,NULL,Megalops,atlanticus,Tarpon,"Tarpon atlanticus, Clupea gigantea, Clupea thrissoides"
3639,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Elopomorpha,Elopiformes,NULL,Megalopidae,NULL,Megalops,cyprinoides,Oxeye,NULL
3640,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Esociformes,NULL,Esocidae,NULL,Esox,lucius,Northern pike,NULL
3641,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Esociformes,NULL,Esocidae,NULL,Esox,masquinongy,Muskellunge,Esox ohiensis
3642,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Esociformes,NULL,Esocidae,NULL,Esox,niger,Chain pickerel,NULL
3643,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Esociformes,NULL,Umbridae,NULL,Dallia,pectoralis,Alaska blackfish,NULL
3644,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Esociformes,NULL,Umbridae,NULL,Umbra,limi,Central mudminnow,"Hydrargyra atricauda, Hydrargyra fusca, Hydrargira limi"
3645,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Gadinae,Boreogadus,saida,Arctic cod,NULL
3646,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Lotinae,Brosme,brosme,Cusk,NULL
3647,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Phycinae,Ciliata,mustela,Fivebeard rockling,Ciliata mustella
3648,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Gadinae,Eleginus,gracilis,Saffron cod,NULL
3649,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Phycinae,Enchelyopus,cimbrius,Fourbeard rockling,Rhinonemus cimbrius
3650,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Gadinae,Gadiculus,argenteus,Silvery pout,NULL
3651,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Gadinae,Gadus,chalcogrammus,Alaska pollock,"Theragra chalcogramma, Theragra fucensis, Theragra finnmarchica"
3652,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Gadinae,Gadus,macrocephalus,Pacific cod,Gadus morhua maris-albi
3653,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Gadinae,Gadus,morhua,Atlantic cod,NULL
3654,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Gadinae,Gadus,ogac,Greenland cod,Gadus morhua maris-albi
3655,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Lotinae,Lota,lota,Burbot,NULL
3656,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Gadinae,Melanogrammus,aeglefinus,Haddock,NULL
3657,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Gadinae,Merlangius,merlangus,English whiting,NULL
3658,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Gadinae,Micromesistius,poutassou,Blue whiting,NULL
3659,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Lotinae,Molva,dypterygia,Blue ling,NULL
3660,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Lotinae,Molva,macrophthalma,Mediterranean ling,"Molva macrop, Molva macropthalma"
3661,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Phycinae,Phycis,blennoides,Greater forkbeard,NULL
3662,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Gadinae,Pollachius,pollachius,European pollock,NULL
3663,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Gadinae,Pollachius,virens,Pollock,Gadus virens
3664,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Gadinae,Trisopterus,esmarkii,Norway pout,NULL
3665,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Gadinae,Trisopterus,luscus,Pout whiting,NULL
3666,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Gadidae,Phycinae,Urophycis,tenuis,Mud hake,NULL
3667,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Macrouridae,Macrourinae,Albatrossia,pectoralis,Giant grenadier,Coryphaenoides pectoralis
3668,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Macrouridae,Macrourinae,Coryphaenoides,acrolepis,Roughscale rattail,Coryphaenoides firmisquamis
3669,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Macrouridae,Macrourinae,Coryphaenoides,rupestris,Rock grenadier,NULL
3670,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Macrouridae,Macrourinae,Macrourus,berglax,Onion-eye grenadier,NULL
3671,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Macrouridae,Macrourinae,Macrourus,carinatus,Ridge scaled rattail,NULL
3672,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Merlucciidae,Merlucciinae,Macruronus,novaezelandiae,Blue grenadier,Macruronus novazelandiae
3673,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Merlucciidae,Merlucciinae,Merluccius,australis,Southern hake,NULL
3674,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Merlucciidae,Merlucciinae,Merluccius,bilinearis,Silver hake,NULL
3675,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Merlucciidae,Merlucciinae,Merluccius,gayi,Chilean hake,NULL
3676,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Merlucciidae,Merlucciinae,Merluccius,merluccius,European hake,NULL
3677,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,NULL,Merlucciidae,Merlucciinae,Merluccius,productus,North pacific hake,NULL
3678,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Gasterosteiformes,Gasterosteoidei,Gasterosteidae,NULL,Apeltes,quadracus,Fourspine stickleback,NULL
3679,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Gasterosteiformes,Gasterosteoidei,Gasterosteidae,NULL,Culaea,inconstans,Brook stickleback,NULL
3680,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Gasterosteiformes,Gasterosteoidei,Gasterosteidae,NULL,Gasterosteus,aculeatus,Alaskan stickleback,"Gasterosteus argyropomus, Gasterosteus biaculeatus, Gasterosteus bispinosus, Gasterosteus brachycentrus, Gasterosteus cataphractus, Gasterosteus cuvieri, Gasterosteus gymnurus, Gasterosteus leiurus, Gasterosteus niger, Gasterosteus noveboracensis, Gasterosteus obolarius, Gasterosteus ponticus, Gasterosteus semiarmatus, Gasterosteus semiloricatus, Gasterosteus spinulosus, Gasterosteus teraculeatus, Gasterosteus tetracanthus, Gasterosteus trachurus, Leiurus aculeatus, Gasterosteus aculeatus aculeatus, Gasterosteus aculeatus williamsoni, Gasterosteus islandicus, Gasterosteus aculeatus microcephalus, Gasterosteus aculeatus santaeannae, Gasterosteus aculeatus santaannae"
3681,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Gasterosteiformes,Gasterosteoidei,Gasterosteidae,NULL,Pungitius,pungitius,Ninespine stickleback,"Gasterostea pungitius, Gasterosteus occidentalis, Gasterosteus pungitius, Pygosteus occidentalis, Pygosteus pungitius, Pungitius pungitius pungitius, Pungitius pungitius occidentalis"
3682,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Gasterosteiformes,Gasterosteoidei,Hypoptychidae,NULL,Hypoptychus,dybowskii,Korean sandeel,NULL
3683,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Gasterosteiformes,Syngnathoidei,Syngnathidae,Hippocampinae,Hippocampus,erectus,Hudson sea horse,"Hippocampus hudsonius, Hippocampus punctulatus"
3684,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Gasterosteiformes,Syngnathoidei,Syngnathidae,Hippocampinae,Hippocampus,guttulatus,Sea horse,NULL
3685,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Gasterosteiformes,Syngnathoidei,Syngnathidae,Hippocampinae,Hippocampus,whitei,White's seahorse,Hippocampus novaehollandiae
3686,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Gasterosteiformes,Syngnathoidei,Syngnathidae,Hippocampinae,Hippocampus,zosterae,Dwarf seahorse,NULL
3687,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Gasterosteiformes,Syngnathoidei,Syngnathidae,Syngnathinae,Syngnathus,scovelli,Gulf pipefish,NULL
3688,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Ostariophysi,Gonorynchiformes,Chanoidei,Chanidae,NULL,Chanos,chanos,Milkfish,"Chanos aldrovandi, Chanos orientalis"
3689,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Ostariophysi,Gonorynchiformes,Knerioidei,Kneriidae,NULL,Kneria,auriculata,Airbreathing shellear,NULL
3690,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Ostariophysi,Gymnotiformes,Gymnotoidei,Electrophoridae,NULL,Electrophorus,electricus,Electric eel,"Electrophorus multivalvulus, Gymnotus electricus, Gymnotus regius"
3691,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Lophiiformes,Lophioidei,Lophiidae,NULL,Lophius,americanus,Goosefish,NULL
3692,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Lophiiformes,Lophioidei,Lophiidae,NULL,Lophius,budegassa,Black-bellied angler,NULL
3693,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Lophiiformes,Lophioidei,Lophiidae,NULL,Lophius,piscatorius,Anglerfish,NULL
3694,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Lophiiformes,Lophioidei,Lophiidae,NULL,Lophius,vomerinus,Cape monk,NULL
3695,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Mugiliformes,NULL,Mugilidae,NULL,Aldrichetta,forsteri,Yellow-eye mullet,NULL
3696,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Mugiliformes,NULL,Mugilidae,NULL,Chelon,labrosus,Thicklipped mullet,"Crenimugil labrosus, Mugil labrosus"
3697,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Mugiliformes,NULL,Mugilidae,NULL,Liza,ramado,Thinlip mullet,Liza ramada
3698,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Mugiliformes,NULL,Mugilidae,NULL,Mugil,cephalus,Striped mullet,"Neomyxus chaptalli, Neomyxus chaptalii, Mugil chaptalii"
3699,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Scopelomorpha,Myctophiformes,NULL,Myctophidae,Myctophinae,Benthosema,glaciale,Glacier lanterfish,NULL
3700,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Scopelomorpha,Myctophiformes,NULL,Myctophidae,Myctophinae,Electrona,risso,Chubby flashlightfish,"Electrona rissoi, Scopelus risso"
3701,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Scopelomorpha,Myctophiformes,NULL,Myctophidae,Lampanyctinae,Lampanyctodes,hectoris,Hector's lanternfish,NULL
3702,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Scopelomorpha,Myctophiformes,NULL,Myctophidae,Lampanyctinae,Stenobrachius,leucopsarus,Northern lampfish,"Lampanyctus beringensis, Lampanyctus leucopsarus"
3703,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Paracanthopterygii,Ophidiiformes,Ophidioidei,Ophidiidae,Ophidiinae,Genypterus,blacodes,Australian rockling,Genypterus microstomus
3704,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Osmeriformes,Argentinoidei,Alepocephalidae,NULL,Alepocephalus,bairdii,Baird's smoothhead,NULL
3705,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Osmeriformes,Argentinoidei,Argentinidae,NULL,Argentina,elongata,Silverside,NULL
3706,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Osmeriformes,Argentinoidei,Argentinidae,NULL,Argentina,silus,Atlantic argentine,Salmo silus
3707,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Osmeriformes,Osmeroidei,Galaxiidae,Galaxiinae,Galaxiella,nigrostriata,Black-stripe minnow,NULL
3708,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Osmeriformes,Osmeroidei,Osmeridae,NULL,Hypomesus,olidus,Pond smelt,NULL
3709,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Osmeriformes,Osmeroidei,Osmeridae,NULL,Hypomesus,pretiosus,Surf smelt,NULL
3710,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Osmeriformes,Osmeroidei,Osmeridae,NULL,Mallotus,villosus,Capelin,Osmerus villosus
3711,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Osmeriformes,Osmeroidei,Osmeridae,NULL,Osmerus,eperlanus,Smelt,Salmo eperlanus
3712,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Osmeriformes,Osmeroidei,Osmeridae,NULL,Osmerus,mordax,Rainbow smelt,"Atherina mordax, Osmerus spectrum"
3713,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Osmeriformes,Osmeroidei,Osmeridae,NULL,Plecoglossus,altivelis,Ayu,NULL
3714,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Osmeriformes,Osmeroidei,Osmeridae,NULL,Spirinchus,thaleichthys,Longfin smelt,NULL
3715,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Osmeriformes,Osmeroidei,Osmeridae,NULL,Thaleichthys,pacificus,Eulachon,NULL
3716,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Osmeriformes,Osmeroidei,Retropinnidae,Prototroctinae,Prototroctes,maraena,Australian grayling,Prototroctes maraema
3717,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Protacanthopterygii,Osmeriformes,Osmeroidei,Retropinnidae,Retropinninae,Retropinna,semoni,Australian smelt,NULL
3718,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Osteoglossomorpha,Osteoglossiformes,Notopteroidei,Hiodontidae,NULL,Hiodon,alosoides,Goldeye,NULL
3719,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Osteoglossomorpha,Osteoglossiformes,Notopteroidei,Hiodontidae,NULL,Hiodon,tergisus,Mooneye,Hiodon selenops
3720,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Osteoglossomorpha,Osteoglossiformes,Osteoglossoidei,Mormyridae,NULL,Mormyrus,rume,Mormyrids,NULL
3721,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Osteoglossomorpha,Osteoglossiformes,Osteoglossoidei,Mormyridae,NULL,Pollimyrus,isidori,Mormyrid,Marcusenius isidori
3722,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Osteoglossomorpha,Osteoglossiformes,Notopteroidei,Notopteridae,NULL,Xenomystus,nigri,African knifefish,Notopterus nigri
3723,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Osteoglossomorpha,Osteoglossiformes,Osteoglossoidei,Osteoglossidae,Osteoglossinae,Osteoglossum,bicirrhosum,Arawana,Ischnosoma bicirrhosum
3724,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Trachinoidei,Ammodytidae,NULL,Ammodytes,hexapterus,Pacific sand lance,Ammodytes alascanus
3725,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Trachinoidei,Ammodytidae,NULL,Ammodytes,marinus,Sand eel,NULL
3726,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Trachinoidei,Ammodytidae,NULL,Ammodytes,tobianus,Lesser sand eel,NULL
3727,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Anabantoidei,Anabantidae,NULL,Anabas,testudineus,Climbing perch,Anabas scandens
3728,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Anabantoidei,Anabantidae,NULL,Ctenopoma,kingsleyae,Miss Kingsley's climbing perch,"Ctenopoma argentoventer, Anabas argentoventer"
3729,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Arripidae,NULL,Arripis,georgianus,Australian ruff,NULL
3730,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Arripidae,NULL,Arripis,trutta,Australian salmon,NULL
3731,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Arripidae,NULL,Arripis,truttacea,Western Australian salmon,NULL
3732,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Blennioidei,Blenniidae,NULL,Lipophrys,pholis,Shanny,"Blennius bufo, Blennius pholis"
3733,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Blennioidei,Blenniidae,NULL,Omobranchus,punctatus,Muzzled blenny,Omobranchus dasson
3734,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Blennioidei,Blenniidae,NULL,Parablennius,gattorugine,Tompot blenny,Blennius gattorugine
3735,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Bramidae,NULL,Brama,brama,Atlantic pomfret,Sparus brama
3736,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Bramidae,NULL,Taractichthys,steindachneri,Sickle pomfret,Taractes steindachneri
3737,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Callionymoidei,Callionymidae,NULL,Callionymus,lyra,European dragonet,NULL
3738,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Carangidae,NULL,Caranx,crysos,Blue runner,Caranx fusus
3739,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Carangidae,NULL,Pseudocaranx,dentex,White trevally,"Caranx cheilio, Caranx adscensionis, Caranx delicatissimus, Caranx dentex, Caranx georgianus, Caranx lutescens, Caranx nobilis, Caranx platessa"
3740,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Carangidae,NULL,Trachurus,declivis,Greenback horse mackerel,NULL
3741,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Carangidae,NULL,Trachurus,japonicus,Japanese jack mackerel,NULL
3742,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Carangidae,NULL,Trachurus,murphyi,Inca scad,NULL
3743,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Carangidae,NULL,Trachurus,novaezelandiae,Yellowtail horse mackerel,Trachurus novae-zelandiae
3744,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Carangidae,NULL,Trachurus,symmetricus,Jack mackerel,NULL
3745,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Centrarchidae,NULL,Acantharchus,pomotis,Mud sunfish,Centrarchus pomotis
3746,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Centrarchidae,NULL,Ambloplites,rupestris,Rock bass,NULL
3747,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Centrarchidae,NULL,Archoplites,interruptus,Sacramento perch,NULL
3748,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Centrarchidae,NULL,Centrarchus,macropterus,Flier,"Centrarchus irideus, Centrarchus sparoides, Labrus irideus, Labrus macropterus"
3749,Animalia,Chordata,Teleostei,Neopterygii,Teleostei,Acanthopterygii,Perciformes,Percoidei,Centrarchidae,NULL,Lepomis,auritus,Redbreast sunfish,NULL
