id_hagr,kingdom,phylum,class,subclass,infraclass,superorder,order_c,suborder,family,subfamily,genus,species,name_common,synonyms
1,Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,NULL,Sabellida,NULL,Siboglinidae,NULL,Lamellibrachia,NULL,Tubeworm,NULL
2,Animalia,Arthropoda,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Arthropods,NULL
3,Animalia,Arthropoda,Branchiopoda,Phyllopoda,NULL,NULL,Diplostraca,NULL,Daphniidae,NULL,Daphnia,pulicaria,Daphnia,NULL
4,Animalia,Arthropoda,Insecta,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insects,NULL
5,Animalia,Arthropoda,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Drosophilidae,Drosophilinae,Drosophila,melanogaster,Fruit fly,Drosophila ampelophila
6,Animalia,Arthropoda,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Apidae,Apinae,Apis,mellifera,Honey bee,NULL
7,Animalia,Arthropoda,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Formicidae,NULL,NULL,NULL,Ants,NULL
8,Animalia,Arthropoda,Insecta,Pterygota,Neoptera,NULL,Hymenoptera,Apocrita,Formicidae,Myrmicinae,Cardiocondyla,obscurior,Cardiocondyla obscurior,NULL
9,Animalia,Arthropoda,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Formicidae,Formicinae,Lasius,niger,Black garden ant,NULL
10,Animalia,Arthropoda,Insecta,Pterygota,Neoptera,NULL,Hymenoptera,Apocrita,Formicidae,Myrmicinae,Pheidole,dentata,Pheidole dentata,NULL
11,Animalia,Arthropoda,Insecta,NULL,NULL,NULL,Lepidoptera,NULL,Nymphalidae,NULL,Bicyclus,anynana,Squinting bush brown,NULL
12,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NULL,Eucarida,Decapoda,Pleocyemata,Nephropidae,Nephropinae,Homarus,americanus,American lobster,NULL
13,Animalia,Chordata,Actinopterygii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ray-finned fishes,Neopterygii
14,Animalia,Chordata,Amphibia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Amphibians,"Apsidospondyli, Salientia, Lepospondyli, Lissamphibia"
15,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bombinatoridae,NULL,Bombina,bombina,Firebelly toad,NULL
16,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bombinatoridae,NULL,Bombina,orientalis,Oriental firebelly toad,NULL
17,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bombinatoridae,NULL,Bombina,variegata,Yellow-bellied toad,NULL
18,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Anaxyrus,americanus,American toad,"Bufo terrestris americanus, Bufo terrestris copei"
19,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Anaxyrus,boreas,Western toad,"Bufo boreas, Bufo politus"
20,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Anaxyrus,canorus,Yosemite toad,Bufo canorus
21,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Anaxyrus,cognatus,Great plains toad,Bufo cognatus
22,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Anaxyrus,debilis,Green toad,NULL
23,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Anaxyrus,hemiophrys,Canadian toad,"Bufo hemiophrys, Bufo hemiophrys hemiophrys, Bufo woodhousei hemiophrys"
24,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Anaxyrus,punctatus,Red-spotted toad,Bufo punctatus
25,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Anaxyrus,retiformis,Sonoran green toad,"Bufo retiformis, Bufo debilis retiformis"
26,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Anaxyrus,terrestris,Southern toad,"Bufo terrestris, Rana terrestris, Buffo clamosus, Rana lentiginosa, Bufo erythronotus, Bufo lentiginosus pachycephalus, Bufo lentiginosus lentiginosus"
27,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Atelopus,varius,Veragoa stubfoot toad,"Atelopus varius varius, Atelopus varius ambulatorius, Atelopus varius maculatus, Atelopus bibronii, Atelopus loomisi, Atelopus varius loomisi"
28,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Bufo,bufo,Common European toad,NULL
29,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Incilius,alvarius,Colorado river toad,"Bufo alvarius, Phrynoidis alvarius, Cranopsis alvaria, Ollotis alvaria"
30,Animalia,Chordata,Amphibia,NULL,NULL,NULL,Anura,NULL,Bufonidae,NULL,Nectophrynoides,asperginis,Kihansi spray toad,NULL
31,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Peltophryne,lemur,Ridge-headed toad,Bufo lemur
32,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Peltophryne,peltocephala,Cuban toad,Bufo peltocephalus
33,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Pseudepidalea,viridis,European green toad,Bufo viridis
34,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Rhaebo,blombergi,Colombian giant toad,Bufo blombergi
35,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Rhinella,arenarum,Argentine toad,Bufo arenarum
36,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Rhinella,marina,Cane toad,"Bufo marinus, Rana marina, Bufo brasiliensis, Bufo agua, Bufo horridus, Bufo humeralis, Bombinator maculatus, Bufo lazarus, Bufo albicans, Bufo horribilis, Bufo pithecodactylus, Bufo angustipes, Chaunus marinus, Rhinella marinus"
37,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Bufonidae,NULL,Rhinella,schneideri,Eurura toad,"Bufo paracnemis, Bufo schneideri, Chaunus schneideri, Bufo marinus paracnemis"
38,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ceratophryidae,Ceratophryinae,Ceratophrys,aurita,Common horned frog,Ceratophrys varia
39,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ceratophryidae,Ceratophryinae,Ceratophrys,calcarata,Colombian horned frog,NULL
40,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ceratophryidae,Ceratophryinae,Ceratophrys,cornuta,Amazonian horned frog,NULL
41,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ceratophryidae,Ceratophryinae,Ceratophrys,ornata,Ornate horned frog,NULL
42,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Dendrobatidae,Dendrobatinae,Dendrobates,auratus,Green and black dart-poison frog,NULL
43,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Dendrobatidae,Dendrobatinae,Dendrobates,leucomelas,Yellow-banded poison frog,NULL
44,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Dendrobatidae,Dendrobatinae,Dendrobates,tinctorius,Blue poison-dart frog,"Dendrobates azureus, Rana tinctoria, Calamita tinctorius, Dendrobates machadoi"
45,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Dendrobatidae,Dendrobatinae,Oophaga,histrionica,Kokoe-pa poison dart frog,Dendrobates histrionicus
46,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Dendrobatidae,Dendrobatinae,Oophaga,pumilio,Strawberry poison frog,Dendrobates pumilio
47,Animalia,Chordata,Amphibia,NULL,NULL,NULL,Anura,NULL,Dendrobatidae,Dendrobatinae,Phyllobates,vittatus,Golfo dulce poison-dart frog,NULL
48,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Dicroglossidae,Dicroglossinae,Hoplobatrachus,occipitalis,African tigrine frog,NULL
49,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Acris,blanchardi,Blanchard's cricket frog,"Acris crepitans blanchardi, Acris crepitans paludicola, Acris gryllus blanchardi, Hyla ocularis blanchardi, Acris gryllus paludicola"
50,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Acris,crepitans,Northern cricket frog,Acris crepitans crepitans
51,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Phyllomedusinae,Agalychnis,callidryas,Red-eyed tree frog,NULL
52,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Phyllomedusinae,Agalychnis,spurrelli,Maroon-eyed tree frog,Agalychnis litodryas
53,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Diaglena,spatulata,Treefrog,Triprion spatulatus
54,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Hyla,arborea,European tree frog,NULL
55,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Hyla,chrysoscelis,Cope's gray treefrog,"Hyla versicolor chrysoscelis, Hyla femoralis chrysoscelis, Hyla versicolor sandersi"
56,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Hyla,cinerea,Green treefrog,"Hyla cinerea cinerea, Hyla cinerea evittata, Calamita cinereus, Hyla evittata"
57,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Hyla,gratiosa,Barking treefrog,NULL
58,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Hyla,japonica,Japanese treefrog,"Hyla ussuriensis, Hyla stepheni, Hyla arborea ussuriensis"
59,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Hyla,squirella,Squirrel treefrog,NULL
60,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Hyla,versicolor,Gray treefrog,"Hyla versicolor versicolor, Hyla versicolor phaeocrypta"
61,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Hypsiboas,rosenbergi,Rosenberg's treefrog,Hyla rosenbergi
62,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Pelodryadinae,Litoria,caerulea,Australian green treefrog,NULL
63,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Osteopilus,septentrionalis,Cuban treefrog,NULL
64,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Osteopilus,vastus,Hispaniola giant treefrog,NULL
65,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Phyllomedusinae,Pachymedusa,dacnicolor,Mexican leaf frog,NULL
66,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Phyllomedusinae,Phyllomedusa,bicolor,Waxy treefrog,NULL
67,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Pseudacris,crucifer,Spring peeper,"Hyla crucifer, Hyla crucifer crucifer, Pseudacris crucifer crucifer, Pseudacris crucifer bartramiana, Hyla crucifer bartramiana, Hylodes pickeringii, Parapseudacris crucifer, Hyla crucifera bartramiana"
68,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Pseudis,paradoxa,Paradox frog,NULL
69,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Smilisca,baudinii,Mexican treefrog,NULL
70,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Smilisca,fodiens,Lowland burrowing treefrog,Pternohyla fodiens
71,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Smilisca,phaeota,Masked treefrog,NULL
72,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Hylidae,Hylinae,Trachycephalus,venulosus,Marbled treefrog,"Phrynohyas venulosa, Rana venulosa, Rana reticularis, Hyla venulosa, Hyla variegata, Rana meriana, Hyla zonata, Hyla bufonia, Hypsiboas bufonia, Hypsiboas zonata, Hypsiboas venulosa, Hyla lichenosa, Scytopis hebes, Scytopis venulosus, Hyla spilomma, Hyla paenulata, Hyla nigropunctata, Hyla palpebrogranulata, Hyla wettsteini, Hyla zernyi, Acrodytes inflata, Acrodytes spilomma, Acrodytes modesta, Hyla macrotis, Hyla modesta, Phrynohyas hebes, Phrynohyas inflata, Phrynohyas ingens, Phrynohyas latifasciata, Phrynohyas modesta, Phrynohyas spilomma, Phrynohyas corasterias, Hyla adenoderma, Argenteohyla altamazonica, Hyla vermiculata, Phrynohyas zonata"
73,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Leiopelmatidae,NULL,Ascaphus,truei,Coastal tailed frog,NULL
74,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Leptodactylidae,Leptodactylinae,Leptodactylus,pentadactylus,Tungara frog,"Leptodactylus macroblepharus, Rana pentadactyla"
75,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Mantellidae,Mantellinae,Mantella,aurantiaca,Golden mantella,NULL
76,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Mantellidae,Mantellinae,Mantella,expectata,Blue-legged mantella,NULL
77,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Eastern narrow-mouthed toad,"Engystoma carolinensis, Microhyla carolinensis, Microhyla carolinensis carolinensis, Engystoma carolinense"
78,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Microhylidae,Microhylinae,Kaloula,pulchra,Malaysian narrowmouth toad,NULL
79,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Microhylidae,Microhylinae,Microhyla,ornata,Ornate narrow-mouthed frog,NULL
80,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Microhylidae,Phrynomerinae,Phrynomantis,bifasciatus,Red-banded frog,Phrynomerus bifasciatus
81,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Microhylidae,Scaphiophryninae,Scaphiophryne,gottlebei,Rainbow frog,NULL
82,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Pelobatidae,NULL,Pelobates,fuscus,Common Eurasian spadefoot toad,Bufo fuscus
83,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Petropedetidae,NULL,Conraua,goliath,Goliath frog,NULL
84,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Pipidae,Pipinae,Pipa,pipa,Surinam toad,NULL
85,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Pipidae,Dactylethrinae,Xenopus,laevis,African clawed frog,NULL
86,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Pyxicephalidae,Pyxicephalinae,Pyxicephalus,adspersus,African bullfrog,NULL
87,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Pyxicephalidae,Cacosterninae,Tomopterna,delalandii,Cape sand frog,NULL
88,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Lithobates,catesbeianus,American bullfrog,Rana catesbeiana
89,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Lithobates,clamitans,Green frog,Rana clamitans
90,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Lithobates,pipiens,Northern leopard frog,Rana pipiens
91,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Lithobates,septentrionalis,Mink frog,Rana septentrionalis
92,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Lithobates,sylvaticus,Wood frog,"Rana sylvatica, Rana sylvatica sylvatica, Rana sylvatica cantabrigensis, Rana maslini, Rana cantabrigensis, Rana cantabridgensis latiremis, Rana cantabrigensis evittata"
93,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Lithobates,virgatipes,Carpenter frog,Rana virgatipes
94,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Pelophylax,lessonae,Pool frog,"Rana esculenta, Rana lessonae, Rana lessonae pannonica"
95,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Pelophylax,nigromaculatus,Black-spotted frog,Rana nigromaculata
96,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Pelophylax,perezi,Italian green frog,"Rana grafi, Rana perezi"
97,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Pelophylax,ridibundus,Marsh frog,"Rana esculenta, Rana grafi, Rana ridibunda"
98,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Rana,amurensis,Siberian wood frog,NULL
99,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Rana,arvalis,Moor frog,NULL
100,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Rana,aurora,California red-legged frog,"Rana aurora aurora, Rana temporaria aurora, Rana agilis aurora"
101,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Rana,esculenta,Edible frog,NULL
102,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Rana,iberica,Iberian frog,NULL
103,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Rana,macrocnemis,Long-legged wood frog,"Rana camerani, Rana holtzi, Rana macrocnemis camerani, Rana macrocnemis holtzi"
104,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Ranidae,NULL,Rana,temporaria,European frog,Rana honnorati
105,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Scaphiopodidae,NULL,Scaphiopus,couchii,Couch's spadefoot,NULL
106,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Scaphiopodidae,NULL,Scaphiopus,holbrookii,Eastern spadefoot,"Scaphiopus holbrookii holbrookii, Rana holbrookii, Rana holbrookii albus, Rana albus"
107,Animalia,Chordata,Amphibia,Lissamphibia,NULL,Salientia,Anura,NULL,Scaphiopodidae,NULL,Spea,intermontana,Great Basin spadefoot,"Scaphiopus intermontanus, Scaphiopus hammondii intermontanus, Scaphiopus hammondi intermontanus"
108,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Ambystomatidae,NULL,Ambystoma,gracile,Northwestern salamander,Siredon gracilis
109,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Ambystomatidae,NULL,Ambystoma,mabeei,Mabee's salamander,NULL
110,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Ambystomatidae,NULL,Ambystoma,macrodactylum,Long-toed salamander,NULL
111,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Ambystomatidae,NULL,Ambystoma,maculatum,Spotted salamander,"Lacerta maculatum, Lacerta subviolacea, Lacerta maculata"
112,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Ambystomatidae,NULL,Ambystoma,mexicanum,Axolotl,NULL
113,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Ambystomatidae,NULL,Ambystoma,opacum,Marbled salamander,Salamandra opaca
114,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Ambystomatidae,NULL,Ambystoma,rosaceum,Chihuahuan mole salamander,NULL
115,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Ambystomatidae,NULL,Ambystoma,talpoideum,Mole salamander,Salamandra talpoidea
116,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Ambystomatidae,NULL,Ambystoma,texanum,Small-mouthed salamander,"Ambystoma nothagenes, Salamandra texana"
117,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Ambystomatidae,NULL,Ambystoma,tigrinum,Tiger salamander,"Ambystoma tigrinum tigrinum, Salamandra tigrina"
118,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Ambystomatidae,NULL,Dicamptodon,ensatus,California giant salamander,Triton ensatus
119,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Amphiumidae,NULL,Amphiuma,means,Two-toed amphiuma,Amphiuma means means
120,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Amphiumidae,NULL,Amphiuma,tridactylum,Three-toed amphiuma,Amphiuma means tridactylum
121,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Cryptobranchidae,NULL,Andrias,davidianus,Chinese giant salamander,Andrias davidianus davidianus
122,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Cryptobranchidae,NULL,Andrias,japonicus,Japanese giant salamander,Andrias davidianus japonicus
123,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Cryptobranchidae,NULL,Cryptobranchus,alleganiensis,Hellbender,Salamandra alleganiensis
124,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Hynobiidae,Hynobiinae,Hynobius,boulengeri,Boulenger's oriental salamander,NULL
125,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Hynobiidae,Hynobiinae,Hynobius,leechii,Chinese salamander,NULL
126,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Hynobiidae,Hynobiinae,Hynobius,nebulosus,Clouded salamander,NULL
127,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Hynobiidae,Hynobiinae,Hynobius,retardatus,Japanese salamander,NULL
128,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Hynobiidae,Hynobiinae,Onychodactylus,fischeri,Long-tailed clawed salamander,NULL
129,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Hynobiidae,Hynobiinae,Onychodactylus,japonicus,Japanese clawed salamander,NULL
130,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Hynobiidae,Hynobiinae,Paradactylodon,mustersi,Afghanistan salamander,Batrachuperus mustersi
131,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Hynobiidae,Hynobiinae,Salamandrella,keyserlingii,Siberian salamander,NULL
132,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Aneides,aeneus,Green salamander,Plethodon aeneus
133,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Aneides,lugubris,Arboreal salamander,"Salamandra lugubris, Aneides lugubris lugubris, Aneides lugubris farallonensis, Autodax lugubris farallonensis"
134,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Bolitoglossinae,Bolitoglossa,dofleini,Giant palm salamander,"Bolitoglossa schmidti, Oedipus schmidti"
135,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Bolitoglossinae,Bolitoglossa,mexicana,Palm salamander,NULL
136,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Desmognathus,monticola,Seal salamander,"Desmognathus monticola jeffersoni, Desmognathus monticola monticola"
137,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Desmognathus,ochrophaeus,Allegheny mountain dusky salamander,Desmognathus ochrophaea
138,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Desmognathus,quadramaculatus,Black-bellied salamander,"Salamandra quadra-maculata, Desmognathus quadramaculatus amphileucus, Salamandra quadramaculata, Desmognathus quadramaculatus quadramaculatus"
139,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Desmognathus,welteri,Black mountain salamander,Desmognathus fuscus welteri
140,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Ensatina,eschscholtzii,Ensatina,"Plethodon croceater, Ensatina klauberi, Heredia oregonensis, Urotropis platensis"
141,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Spelerpinae,Eurycea,lucifuga,Cave salamander,NULL
142,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Spelerpinae,Eurycea,rathbuni,Texas blind salamander,Typhlomolge rathbuni
143,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Spelerpinae,Eurycea,spelaea,Grotto salamander,"Typhlotriton spelaeus, Typhlotriton nereus, Typhlotriton braggi, Eurycea spelaeus"
144,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Spelerpinae,Eurycea,wilderae,Blue ridge two-lined salamander,Eurycea bislineata wilderae
145,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Spelerpinae,Gyrinophilus,palleucus,Tennessee cave salamander,Pseudotriton palleucus
