id_biblio,pubmed,title,url,author,publisher,year,journal,volume,pages,editor,book_title,review
988,NULL,Roberts Birds of South Africa,NULL,McLachlan and Liversidge,"John Voelcker Bird Book Fund, Cape Town",1981,NULL,NULL,NULL,NULL,NULL,NULL
989,NULL,"The Parrot Family: Parakeets, Budgerigars, Cockatiels, Lovebirds, Lories, Macaws",NULL,De Grahl,"Arco Publishing, New York",1984,NULL,NULL,NULL,NULL,NULL,NULL
990,NULL,Conservation Breeding Specialist Group,http://www.cbsg.org/cbsg/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
991,NULL,Remarkable Lesser Flamingo recovery,NULL,Childress,NULL,2004,Lanioturdus,37,03-Apr,NULL,NULL,NULL
992,NULL,Bearded dragon with periodontal disease: exotic practice challenge,NULL,Reusch,NULL,2009,Veterinary Times,39,22-23,NULL,NULL,NULL
993,NULL,A world survey of penguins in captivity,NULL,Gailey-Phipps,NULL,1978,International Zoo Yearbook,18,Jul-13,NULL,NULL,NULL
994,NULL,Damara terns Sterna balaenarum breeding on the south eastern Cape coast,NULL,Randall et al.,NULL,1982,Ostrich,53,50-51,NULL,NULL,NULL
995,NULL,Reproductivity and raising of Greater Rhea (Rhea americana) and Lesser Rhea (Pterocnemia pennata): a review,NULL,Navarro and Martella,NULL,2002,Archiv fur Geflugelkunde,66,124-132,NULL,NULL,NULL
996,8105603,Xylazine-induced sedation in axis deer (Axis axis) and its reversal by atipamezole,NULL,Arnemo et al.,NULL,1993,Vet Res Commun,17,123-128,NULL,NULL,0
997,8529017,Seasonal patterns in the physiology of the European brown bear (Ursus arctos arctos) in Finland,NULL,Hissa et al.,NULL,1994,Comp Biochem Physiol A Physiol,109,781-791,NULL,NULL,0
998,9402624,Modifications of operant thermoregulatory behavior of the young pig by environmental temperature and food availability,NULL,Swiergiel,NULL,1997,Physiol Behav,63,119-125,NULL,NULL,0
999,10574539,"Immobilization of sika deer with medetomidine and ketamine, and antagonism by atipamezole",NULL,Tsuruga et al.,NULL,1999,J Wildl Dis,35,774-778,NULL,NULL,0
1000,10893177,Thermoregulation by kangaroos from mesic and arid habitats: influence of temperature on routes of heat loss in eastern grey kangaroos (Macropus giganteus) and red kangaroos (Macropus rufus),NULL,Dawson et al.,NULL,2000,Physiol Biochem Zool,73,374-381,NULL,NULL,0
1001,11163711,A comparison of surface and rectal temperatures between sheared and non-sheared alpacas (Lama pacos),NULL,Heath et al.,NULL,2001,Small Rumin Res,39,19-23,NULL,NULL,0
1002,11163922,Sweating in the guanaco (Lama guanicoe),NULL,de Lamo et al.,NULL,2001,J Therm Biol,26,77-83,NULL,NULL,0
1003,11810215,Brain and arterial blood temperatures of free-ranging oryx ( Oryx gazella),NULL,Maloney et al.,NULL,2002,Pflugers Arch,443,437-445,NULL,NULL,0
1004,12144722,Effects of high altitude and season on fasting heat production in the yak Bos grunniens or Poephagus grunniens,NULL,Han et al.,NULL,2002,Br J Nutr,88,189-197,NULL,NULL,0
1005,12398307,"Repeated chemical immobilization of a captive greater one-horned rhinoceros (Rhinoceros unicornis), using combinations of etorphine, detomidine, and ketamine",NULL,Atkinson et al.,NULL,2002,J Zoo Wildl Med,33,157-162,NULL,NULL,0
1006,12443692,Medetomidine a novel immobilizing agent for the elephant (Elephas maximus),NULL,Sarma et al.,NULL,2002,Res Vet Sci,73,315-317,NULL,NULL,0
1007,12790418,Chemical anesthesia of northern sea otters (Enhydra lutris): results of past field studies,NULL,Monson et al.,NULL,2001,J Zoo Wildl Med,32,181-189,NULL,NULL,0
1008,12885141,Immobilization of sun bears (Helarctos malayanus) with medetomidine-zolazepam-tiletamine,NULL,Onuma,NULL,2003,J Zoo Wildl Med,34,202-205,NULL,NULL,0
1009,12969877,Nocturnal hypometabolism as an overwintering strategy of red deer (Cervus elaphus),NULL,Arnold et al.,NULL,2004,Am J Physiol Regul Integr Comp Physiol,286,R174-R181,NULL,NULL,0
1010,14498914,Chemical restraint of peccaries with tiletamine/zolazepam and xylazine or tiletamine/zolazepam and butorphanol,NULL,Selmi et al.,NULL,2003,Vet Anaesth Analg,30,24-29,NULL,NULL,0
1011,14757182,The effect of blood sampling method on indicators of physiological stress in reindeer (Rangifer tarandus tarandus),NULL,Sakkinen et al.,NULL,2004,Domest Anim Endocrinol,26,87-98,NULL,NULL,0
1012,14993740,"Comparative study on circadian rhythms of body temperature, heart rate, and locomotor activity in three species hamsters",NULL,Hashimoto et al.,NULL,2004,Exp Anim,53,43-46,NULL,NULL,0
1013,15110402,Evaluation of the card agglutination test (CATT/T. evansi) for detection of Trypanosoma evansi infection in water buffaloes (Bubalus bubalis) in Egypt,NULL,Hilali et al.,NULL,2004,Vet Parasitol,121,45-51,NULL,NULL,0
1014,15449833,Observations on the clinical examination of the camel (Camelus dromedarius) in the field,NULL,Tefera,NULL,2004,Trop Anim Health Prod,36,435-449,NULL,NULL,0
1015,15936708,Scaling the daily oscillations of breathing frequency and skin temperature in mammals,NULL,Piccione et al.,NULL,2005,Comp Biochem Physiol A Mol Integr Physiol,140,477-486,NULL,NULL,0
1016,16043590,A year in the thermal life of a free-ranging herd of springbok Antidorcas marsupialis,NULL,Fuller et al.,NULL,2005,J Exp Biol,208,2855-2864,NULL,NULL,0
1017,16244983,"Evaluation of the cardiovascular effects of an anaesthetic protocol for immobilization and anaesthesia in grey wolves (Canis lupus L, 1758)",NULL,Valerio et al.,NULL,2005,Vet Res Commun,29,315-318,NULL,NULL,0
1018,16574802,Heterothermy of free-living Arabian sand gazelles (Gazella subgutturosa marica) in a desert environment,NULL,Ostrowski and Williams,NULL,2006,J Exp Biol,209,1421-1429,NULL,NULL,0
1019,16927241,Energy metabolism and evaporative water loss in the European free-tailed bat and Hemprich's long-eared bat (Microchiroptera): species sympatric in the Negev Desert,NULL,Marom et al.,NULL,2006,Physiol Biochem Zool,79,944-956,NULL,NULL,0
1020,17005664,Feline model of acute nipah virus infection and protection with a soluble glycoprotein-based subunit vaccine,NULL,Mungall et al.,NULL,2006,J Virol,80,12293-12302,NULL,NULL,0
1021,17079722,Identifying and quantifying prey consumption using stomach temperature change in pinnipeds,NULL,Kuhn and Costa,NULL,2006,J Exp Biol,209,4524-4532,NULL,NULL,0
1022,17355912,Long-acting neuroleptics used in wildlife management do not impair thermoregulation or physical activity in goats (Capra hircus),NULL,Fick et al.,NULL,2007,Comp Biochem Physiol A Mol Integr Physiol,147,445-452,NULL,NULL,0
1023,17485936,Immobilization of Japanese black bears (Ursus thibetanus japonicus) with tiletamine hydrochloride and zolazepam hydrochloride,NULL,Asano et al.,NULL,2007,J Vet Med Sci,69,433-435,NULL,NULL,0
1024,17493139,"The effect of harp music on heart rate, mean blood pressure, respiratory rate, and body temperature in the African green monkey",NULL,Hinds et al.,NULL,2007,J Med Primatol,36,95-9100,NULL,NULL,0
1025,17553537,Body temperature daily rhythm adaptations in African savanna elephants (Loxodonta africana),NULL,Kinahan et al.,NULL,2007,Physiol Behav,92,560-565,NULL,NULL,0
1026,17679523,Resting heart rate and tympanic temperature in operant conditioned western lowland gorillas (Gorilla gorilla gorilla),NULL,Brown and Finnegan,NULL,2007,J Zoo Wildl Med,38,345-347,NULL,NULL,0
1027,17959702,"Fever and sickness behavior during an opportunistic infection in a free-living antelope, the greater kudu (Tragelaphus strepsiceros)",NULL,Hetem et al.,NULL,2008,Am J Physiol Regul Integr Comp Physiol,294,R246-R254,NULL,NULL,0
1028,17976044,Comparison of rectal and infrared thermometry for obtaining body temperature in cynomolgus macaques (Macaca fascicularis),NULL,Sikoski et al.,NULL,2007,J Med Primatol,36,381-384,NULL,NULL,0
1029,18075801,Seasonal rhythms of body temperature in the free-ranging raccoon dog (Nyctereutes procyonoides) with special emphasis on winter sleep,NULL,Mustonen et al.,NULL,2007,Chronobiol Int,24,1095-1107,NULL,NULL,0
1030,18368412,"Torpor and hibernation in a basal placental mammal, the Lesser Hedgehog Tenrec Echinops telfairi",NULL,Lovegrove and Genin,NULL,2008,J Comp Physiol B,178,691-698,NULL,NULL,0
1031,18606442,Use of a neuroleptic in assisted reproduction of the critically endangered Mohor gazelle (Gazella dama mhorr),NULL,Gonzalez et al.,NULL,2008,Theriogenology,70,909-922,NULL,NULL,0
1032,18617429,An analysis of the factors that influence the level and scaling of mammalian BMR,NULL,McNab,NULL,2008,Comp Biochem Physiol A Mol Integr Physiol,151,May-28,NULL,NULL,0
1033,19110699,Field anesthesia of golden jackals (Canis aureus) with the use of medetomidine-ketamine or medetomidine-midazolam with atipamezole reversal,NULL,King et al.,NULL,2008,J Zoo Wildl Med,39,576-581,NULL,NULL,0
1034,21303441,Evaluation of medetomidine-ketamine and dexmedetomidine-ketamine in Chinese water deer (Hydropotes inermis),NULL,Bouts et al.,NULL,2011,Vet Anaesth Analg,38,106-112,NULL,NULL,0
1035,9088507,Chemical immobilisation of giraffe to facilitate short procedures,NULL,Vogelnest and Ralph,NULL,1997,Aust Vet J,75,180-182,NULL,NULL,0
1036,17475314,"Oral administration of (+/-)3,4-methylenedioxymethamphetamine and (+)methamphetamine alters temperature and activity in rhesus macaques",NULL,Crean et al.,NULL,2007,Pharmacol Biochem Behav,87,Nov-19,NULL,NULL,0
1037,21728126,Annual dynamics of the body temperature in musk oxen (Ovibos moschatus) under the conditions of Yakutia,NULL,Solomonov et al.,NULL,2011,Dokl Biol Sci,438,158-161,NULL,NULL,0
1038,5888799,Thermoregulation in the hippopotamus,NULL,Cena,NULL,1964,Int J Biometeorol,8,57-60,NULL,NULL,0
1039,21762217,Physiological and biochemical parameters in response to Electroejaculation in adult and yearling anesthetized pampas deer (Ozotoceros bezoarticus) males,NULL,Fumagalli et al.,NULL,2012,Reprod Domest Anim,47,308-312,NULL,NULL,0
1040,2394847,Studies on experimental Jembrana disease in Bali cattle. II. Clinical signs and haematological changes,NULL,Soesanto et al.,NULL,1990,J Comp Pathol,103,61-71,NULL,NULL,0
1041,NULL,"Effect of temperature and water deprivation on body temperature in idmi gazelle, Gazella gazella",NULL,Al-Johany et al.,NULL,1998,Saudi J Bio Sci,5,24-32,NULL,NULL,NULL
1042,NULL,Long-duration anesthesia in Arabian oryx (Oryx leucoryx) using a medetomidine-etorphine combination,NULL,Ancrenaz et al.,NULL,1996,Journal of Zoo and Wildlife Medicine,27,209-216,NULL,NULL,NULL
1043,NULL,Physiological response of wild dugongs (Dugong dugon) to out-of-water sampling for health assessment,NULL,Lanyon et al.,NULL,2010,Aquatic Mammals,36,46-58,NULL,NULL,NULL
1044,NULL,Body temperatures in some Australian mammals. III Cetacea (Megaptera),NULL,Morrison,NULL,1962,Biological Bulletin,123,154-169,NULL,NULL,NULL
1045,NULL,"Body temperature changes in free-ranging baboons (Papio hamadryas ursinus) in the Namib Desert, Namibia",NULL,Brain and Mitchell,NULL,1999,International Journal of Primatology,20,585-598,NULL,NULL,NULL
1046,NULL,The standard energetics of mammalian carnivores: Felidae and Hyaenidae,NULL,McNab,NULL,2000,Canadian Journal of Zoology,78,2227-2239,NULL,NULL,NULL
1047,NULL,"Influence of environmental factors on the deep and skin temperature in the European bison, Bison bonasus (L.)",NULL,Janusz,NULL,1993,Comp Biochem and Physiol Part A: Physiology,106,653-661,NULL,NULL,NULL
1048,NULL,How do bats choose optimal temperatures for hibernation?,NULL,Nagel and Nagel,NULL,1991,Comp Biochem and Physiol Part A: Physiology,99,323-326,NULL,NULL,NULL
1049,NULL,Thermoregulation and oxygen consumption in Kirk's dik-dik (Madoqua kirkii) at ambient temperatures of 10-45°C,NULL,Maskrey and Hoppe,NULL,1979,Comp Biochem and Physiol Part A: Physiology,62,827-830,NULL,NULL,NULL
1050,NULL,Studies of body temperature patterns in South American Camelidae,NULL,Bligh et al.,NULL,1975,Comp Biochem and Physiol Part A: Physiology,50,701-708,NULL,NULL,NULL
1051,NULL,Biology of Myotis thysanodes and M. lucifugus (Chiroptera: Vespertilionidae)-I. Thermoregulation,NULL,Studier and O'Farrell,NULL,1972,Comp Biochem and Physiol Part A: Physiology,41,567-595,NULL,NULL,NULL
1052,NULL,Retention of fluid and particles in captive tapirs (Tapirus sp.),NULL,Clauss et al.,NULL,2010,Comp Biochem and Physiol Part A: Molecular & Integrative Physiology,157,95-101,NULL,NULL,NULL
1053,NULL,Stress evaluation in hares (Lepus europaeus Pallas) captured for traslocation,NULL,Paci et al.,NULL,2006,Ital J Anim Sci,5,175-181,NULL,NULL,NULL
1054,NULL,Metabolic compensation in oil-exposed polar bears,NULL,Hurst et al.,NULL,1991,J Therm Biol,16,53-56,NULL,NULL,NULL
1055,NULL,"A comparative study of metabolic rates and thermoregulation of two African antelopes, the steenbok and the blue duiker",NULL,Haim and Skinner,NULL,1991,J Therm Biol,16,145-148,NULL,NULL,NULL
1056,NULL,The comparative energetics of New Guinean cuscuses (Metatheria: Phalangeridae),NULL,McNab,NULL,2008,J Mammal,89,1145-1151,NULL,NULL,NULL
1057,NULL,Establishing the presence of a body temperature rhythm in chimpanzees (Pan troglodytes) using a tympanic membrane thermometer,NULL,Fowler et al.,NULL,1999,Primates,40,499-508,NULL,NULL,NULL
1058,NULL,Bison bison,NULL,Meagher,NULL,1986,Mamm Species,266,01-Aug,NULL,NULL,NULL
1059,NULL,Eidolon helvum,NULL,Defrees and Wilson,NULL,1988,Mamm Species,312,01-May,NULL,NULL,NULL
1061,NULL,Diceros bicornis,NULL,Hillman-Smith and Groves,NULL,1994,Mamm Species,455,01-Aug,NULL,NULL,NULL
1062,NULL,Pseudorca crassidens,NULL,Stacey et al.,NULL,1994,Mamm Species,456,01-Jun,NULL,NULL,NULL
1063,NULL,Gazella dorcas,NULL,Yom-Tov et al.,NULL,1995,Mamm Species,491,01-Jun,NULL,NULL,NULL
1064,NULL,Madoqua guentheri,NULL,Kingswood and Kumamoto,NULL,1996,Mamm Species,539,01-Oct,NULL,NULL,NULL
1065,NULL,Thermoregulation in beluga (Delphinapterus leucas) and killer (Orcinus orca) whales,NULL,Kastings et al.,NULL,1989,Physiol Zool,62,687-701,NULL,NULL,NULL
1066,NULL,Analysis of the circadian rhythm of body temperature,NULL,Refinetti,NULL,1992,"Behavior Research Methods, Instruments and Computers",24,28-36,NULL,NULL,NULL
1067,NULL,"Intra- and inter-individual variability in the circadian rhythm of body temperature of rats, squirrels, dogs, and horses",NULL,Refinetti and Piccione,NULL,2005,J Therm Biol,30,139-146,NULL,NULL,NULL
1068,NULL,Variation in body temperature in free-ranging western grey kangaroos Macropus fuliginosus,NULL,Maloney et al.,NULL,2004,Australian Mammalogy,26,135-144,NULL,NULL,NULL
1069,NULL,Effects of flumazenil on fishers Martes pennanti restrained with tiletamine-zolazepam,NULL,Dzialak and Serfass,NULL,2003,Wildlife Biology,9,235-239,NULL,NULL,NULL
1070,NULL,From the Field: Efficacy of aerial telemetry as an aid to capturing specific individuals-a comparison of 2 techniques,NULL,Bleich et al.,NULL,2005,Wildlife Society Bulletin,33,332-336,NULL,NULL,NULL
1071,NULL,Absence of a causal relationship between environmental and body temperature in dairy cows (Bos taurus) under moderate climatic conditions,NULL,Wynand et al.,NULL,2006,J Therm Biol,31,533-540,NULL,NULL,NULL
1072,NULL,Some notes on the physiological and behavioral ontogeny of okapi (Okapia Johnstoni) calves,NULL,Bennett and Lindsey,NULL,1992,Zoo Biology,11,433-442,NULL,NULL,NULL
1073,NULL,North American River Otter: Husbandry Notebook,NULL,Jan Reed-Smith,"John Ball Zoo, Grand Rapids, Michigan",2008,NULL,,,NULL,NULL,NULL
1074,22932268,Impact of caloric restriction on health and survival in rhesus monkeys from the NIA study,NULL,Mattison et al.,NULL,2012,Nature,489,318-321,NULL,NULL,0
1075,NULL,Age-specific mating strategies and reproductive senescence,NULL,Richard et al.,NULL,2005,Mol Ecol,14,3147-3155,NULL,NULL,NULL
1076,NULL,An integrative study of ageing in a wild population of common lizards,NULL,Massot et al.,NULL,2011,Funct Ecol,25,848-858,NULL,NULL,NULL
1077,18591659,A unique life history among tetrapods: an annual chameleon living mostly as an egg,NULL,Karsten et al.,NULL,2008,Proc Natl Acad Sci U S A,105,8980-8984,NULL,NULL,0
1078,19213006,Mortality and fertility rates in humans and chimpanzees: How within-species variation complicates cross-species comparisons,NULL,Hawkes et al.,NULL,2009,Am J Hum Biol,21,578-586,NULL,NULL,0
1060,21051209,"Rapid sexual maturity and short life span in the blue-legged frog and the rainbow frog from the arid Isalo Massif, southern-central Madagascar",NULL,Guarino et al.,NULL,2010,Zoology (Jena),113,378-384,NULL,NULL,0
864,NULL,"Reversing the life cycle: medusae transforming into polyps and cell transdifferentiation in Turritopsis nutricula (Cnidaria, Hydrozoa)",NULL,Piraino et al.,NULL,1996,Biol Bull,190,302-312,NULL,NULL,NULL
958,18631214,Relative longevity and field metabolic rate in birds,NULL,Moller,NULL,2008,J Evol Biol,21,1379-1386,NULL,NULL,0
1079,NULL,Longevity in gibbons (Hylobatidae),NULL,Geissmann et al.,NULL,2009,Gibbon Journal,5,81-92,NULL,NULL,NULL
1080,NULL,African elephant age determination from teeth: validation from known individuals,NULL,Lee et al.,NULL,2012,Afr J Ecol,50,Sep-20,NULL,NULL,NULL
1081,NULL,Statural growth in known-age African elephants (Loxodonta africana),NULL,Lee and Moss,NULL,1995,J Zool,236,29-41,NULL,NULL,NULL
1082,NULL,Validation of skeletochronology to determine age of freshwater crocodiles (Crocodylus johnstoni),NULL,Tucker,NULL,1997,Mar Freshwater Res,48,343 - 351,NULL,NULL,NULL
1083,NULL,Ecology of Austrian shrews in a wetland of the Waldviertel region (Lower Austria) and experimental studies on their behaviour,NULL,Werner Haberl,"University of Vienna: Vienna, Austria",1993,NULL,NULL,NULL,NULL,NULL,NULL
1084,NULL,Life in the slow lane? Demography and life histories of male and female sifaka (Propithecus verreauxi verreauxi),NULL,Richard et al.,NULL,2002,J Zool,256,421-436,NULL,NULL,NULL
1085,22708840,The extreme longevity of Arctica islandica is associated with increased peroxidation resistance in mitochondrial membranes,NULL,Munro and Blier,NULL,2012,Aging Cell,11,845-855,NULL,NULL,0
1086,NULL,Variability of marine climate on the North Icelandic Shelf in a 1357-year proxy archived based on growth increments in the bivalve Arctica islandica,NULL,Butler et al.,NULL,2013,Palaeogeogr Palaeocl,373,141-151,NULL,NULL,NULL
1087,21710198,Neuronal and morphological bases of cognitive decline in aged rhesus monkeys,NULL,Hara et al.,NULL,2012,Age (Dordr),34,1051-1073,NULL,NULL,1
1088,22203457,Aging and physical mobility in group-housed Old World monkeys,NULL,Shively et al.,NULL,2012,Age (Dordr),34,1123-1131,NULL,NULL,0
1089,22189910,Menopause occurs late in life in the captive chimpanzee (Pan troglodytes),NULL,Herndon et al.,NULL,2012,Age (Dordr),34,1145-1156,NULL,NULL,0
1090,22231440,Immune senescence in old and very old rhesus monkeys: reduced antibody response to influenza vaccination,NULL,Coe et al.,NULL,2012,Age (Dordr),34,1169-1177,NULL,NULL,0
1091,21393544,Aging in the natural world: comparative data reveal similar mortality patterns across primates,NULL,Bronikowski et al.,NULL,2011,Science,331,1325-1328,NULL,NULL,0
1092,22984064,Adaptive prolonged postreproductive life span in killer whales,NULL,Foster et al.,NULL,2012,Science,337,1313,NULL,NULL,0
1093,22453932,"DNA MMR systems, microsatellite instability and antioxidant activity variations in two species of wild bats: Myotis velifer and Desmodus rotundus, as possible factors associated with longevity",NULL,Conde-Perezprina et al.,NULL,2012,Age (Dordr),34,1473-1492,NULL,NULL,0
1094,NULL,ZFIN: The Zebrafish Model Organism Database,http://zfin.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1095,23051979,"Resistance to genotoxic stresses in Arctica islandica, the longest living noncolonial animal: is extreme longevity associated with a multistress resistance phenotype?",NULL,Ungvari et al.,NULL,2013,J Gerontol A Biol Sci Med Sci,68,521-529,NULL,NULL,0
1096,NULL,"Growth, reproduction, and life span in Blanchard’s Cricket Frog (Acris blanchardi) with notes on the growth of the Northern Cricket Frog (Acris crepitans)",NULL,McCallum et al.,NULL,2011,Herpetol Notes,4,25-35,NULL,NULL,NULL
1097,19074339,Compromised survivorship in zoo elephants,NULL,Clubb et al.,NULL,2008,Science,322,1649,NULL,NULL,0
1098,23028566,Gene expression and physiological changes of different populations of the long-lived bivalve Arctica islandica under low oxygen conditions,NULL,Philipp et al.,NULL,2012,PLoS One,7,e44621,NULL,NULL,0
1099,22968757,Hypertension increases with aging and obesity in chimpanzees (Pan troglodytes),NULL,Ely et al.,NULL,2013,Zoo Biol,32,79-87,NULL,NULL,0
1100,23028983,Life-history and spatial determinants of somatic growth dynamics in Komodo dragon populations,NULL,Laver et al.,NULL,2012,PLoS One,7,e45398,NULL,NULL,0
1101,22953039,Age-dependent changes in innate immune phenotype and function in rhesus macaques (Macaca mulatta),NULL,Asquith et al.,NULL,2012,Pathobiol Aging Age Relat Dis,2,18052,NULL,NULL,0
1102,23077164,"Humoral immune responses are maintained with age in a long-lived ectotherm, the red-eared slider turtle",NULL,Zimmerman et al.,NULL,2013,J Exp Biol,216,633-640,NULL,NULL,0
1103,21621300,Modeling hippocampal neurogenesis across the lifespan in seven species,NULL,Lazic,NULL,2012,Neurobiol Aging,33,1664-1671,NULL,NULL,0
1104,20159543,Diseases of geriatric Guinea pigs and chinchillas,NULL,Jenkins,NULL,2010,Vet Clin North Am Exot Anim Pract,13,85-93,NULL,NULL,1
1105,23213467,Life-long preservation of the regenerative capacity in the fin and heart in zebrafish,NULL,Itou et al.,NULL,2012,Biol Open,1,739-746,NULL,NULL,0
1106,23222443,Extraversion predicts longer survival in gorillas: an 18-year longitudinal study,NULL,Weiss et al.,NULL,2013,Proc Biol Sci,280,20122231,NULL,NULL,0
1107,19097648,"Effect of body condition, body weight and adiposity on inflammatory cytokine responses in old horses",NULL,Adams et al.,NULL,2009,Vet Immunol Immunopathol,127,286-294,NULL,NULL,0
1108,12782419,Equine telomeres and telomerase in cellular immortalisation and ageing,NULL,Argyle et al.,NULL,2003,Mech Ageing Dev,124,759-764,NULL,NULL,0
1109,10328438,Effect of exercise on the immune response of young and old horses,NULL,Horohov et al.,NULL,1999,Am J Vet Res,60,643-647,NULL,NULL,0
1110,11687270,The effect of aging on T cell responses in the horse,NULL,Horohov et al.,NULL,2002,Dev Comp Immunol,26,121-128,NULL,NULL,0
1111,18619486,The effect of age and telomere length on immune function in the horse,NULL,Katepalli et al.,NULL,2008,Dev Comp Immunol,32,1409-1415,NULL,NULL,0
1112,12516924,Demographics of health and disease in the geriatric horse,NULL,Paradis,NULL,2002,Vet Clin North Am Equine Pract,18,391-401,NULL,NULL,1
1113,22445733,Absence of replicative senescence in cultured cells from the short-lived killifish Nothobranchius furzeri,NULL,Graf et al.,NULL,2013,Exp Gerontol,48,17-28,NULL,NULL,0
1114,23355517,Spontaneous histologic lesions of the adult naked mole rat (Heterocephalus glaber): a retrospective survey of lesions in a zoo population,NULL,Delaney et al.,NULL,2013,Vet Pathol,50,607-621,NULL,NULL,0
1115,23325454,"Reduced mitochondrial ROS, enhanced antioxidant defense, and distinct age-related changes in oxidative damage in muscles of long-lived Peromyscus leucopus",NULL,Shi et al.,NULL,2013,Am J Physiol Regul Integr Comp Physiol,304,R343-R355,NULL,NULL,0
1116,23169637,Evidence for a midlife crisis in great apes consistent with the U-shape in human well-being,NULL,Weiss et al.,NULL,2012,Proc Natl Acad Sci U S A,109,19949-19952,NULL,NULL,0
1117,23458287,Effects of aging on hypothalamic-pituitary-adrenal (HPA) axis activity and reactivity in virgin male and female California mice (Peromyscus californicus),NULL,Harris and Saltzman,NULL,2013,Gen Comp Endocrinol,186,41-49,NULL,NULL,0
1118,23444316,A stockpile of ova in the grass frog Rana temporaria is established once for the life span. Do ovaries in amphibians and in mammals follow the same evolutionary strategy?,NULL,Ogielska et al.,NULL,2013,Anat Rec (Hoboken),296,638-653,NULL,NULL,0
1119,23525358,Demography of straw-colored fruit bats in Ghana,NULL,Hayman et al.,NULL,2012,J Mammal,93,1393-1404,NULL,NULL,0
1120,23551990,Parallel evolution of senescence in annual fishes in response to extrinsic mortality,NULL,Tozzini et al.,NULL,2013,BMC Evol Biol,13,77,NULL,NULL,0
1121,23613790,Reproductive capability is associated with lifespan and cause of death in companion dogs,NULL,Hoffman et al.,NULL,2013,PLoS One,8,e61082,NULL,NULL,0
1122,23623601,"Brain aging in humans, chimpanzees (Pan troglodytes), and rhesus macaques (Macaca mulatta): magnetic resonance imaging studies of macro- and microstructural changes",NULL,Chen et al.,NULL,2013,Neurobiol Aging,34,2248-2260,NULL,NULL,0
1123,23818143,Brief communication: Adrenal androgens and aging: Female chimpanzees (Pan troglodytes) compared with women,NULL,Blevins et al.,NULL,2013,Am J Phys Anthropol,151,643-648,NULL,NULL,0
1124,23600255,Evidence for an age-dependent influence of environmental variations on a long-lived seabird's life-history traits,NULL,Pardo et al.,NULL,2013,Ecology,94,208-220,NULL,NULL,0
1125,23898189,Reproductive aging patterns in primates reveal that humans are distinct,NULL,Alberts et al.,NULL,2013,Proc Natl Acad Sci U S A,110,13440-13445,NULL,NULL,0
1126,23881733,Alzheimer's disease pathology in the neocortex and hippocampus of the western lowland gorilla (Gorilla gorilla gorilla),NULL,Perez et al.,NULL,2013,J Comp Neurol,521,4318-4338,NULL,NULL,0
1127,23962925,Genome analysis reveals insights into physiology and longevity of the Brandt's bat Myotis brandtii,NULL,Seim et al.,NULL,2013,Nat Commun,4,2212,NULL,NULL,0
1128,23937926,"Pronounced cancer resistance in a subterranean rodent, the blind mole-rat, Spalax: in vivo and in vitro evidence",NULL,Manov et al.,NULL,2013,BMC Biol,11,91,NULL,NULL,0
1129,24035542,"Fission yeast does not age under favorable conditions, but does so after stress",NULL,Coelho et al.,NULL,2013,Curr Biol,23,1844-1852,NULL,NULL,0
1130,24023967,"Age, sex, and telomere dynamics in a long-lived seabird with male-biased parental care",NULL,Young et al.,NULL,2013,PLoS One,8,e74931,NULL,NULL,0
1131,24112794,Cognitive and motor aging in female chimpanzees,NULL,Lacreuse et al.,NULL,2014,Neurobiol Aging,35,623-632,NULL,NULL,0
1132,21352376,"Mortality in north american dogs from 1984 to 2004: an investigation into age-, size-, and breed-related causes of death",NULL,Fleming et al.,NULL,2011,J Vet Intern Med,25,187-198,NULL,NULL,0
1133,23167566,Telomere length and dynamics predict mortality in a wild longitudinal study,NULL,Barrett et al.,NULL,2013,Mol Ecol,22,249-259,NULL,NULL,0
1134,NULL,Bergmann’s rule in amphibians: combining demographic and ecological parameters to explain body size variation among populations in the common toad Bufo bufo,NULL,Cvetkovic et al.,NULL,2009,J Zool Syst Evol Res,47,171-180,NULL,NULL,NULL
1135,23261518,Comparing free-ranging and captive populations reveals intra-specific variation in aging rates in large herbivores,NULL,Lemaitre et al.,NULL,2013,Exp Gerontol,48,162-167,NULL,NULL,0
1136,21518243,Comparative biology of mammalian telomeres: hypotheses on ancestral states and the roles of telomeres in longevity determination,NULL,Gomes et al.,NULL,2011,Aging Cell,10,761-768,NULL,NULL,0
1137,21896325,Age-related changes in fatty acid profile and locomotor activity rhythms in Nothobranchius korthausae,NULL,Lucas-Sanchez et al.,NULL,2011,Exp Gerontol,46,970-978,NULL,NULL,0
1138,23466303,Rest-activity circadian rhythms in aged Nothobranchius korthausae. The effects of melatonin,NULL,Lucas-Sanchez et al.,NULL,2013,Exp Gerontol,48,507-516,NULL,NULL,0
1139,22957871,"Population dynamics and life history of a geographically restricted seahorse, Hippocampus whitei",NULL,Harasti et al.,NULL,2012,J Fish Biol,81,1297-1314,NULL,NULL,0
1140,10619607,"Longevity of British breeds of dog and its relationships with sex, size, cardiovascular variables and disease",NULL,Michell,NULL,1999,Vet Rec,145,625-629,NULL,NULL,0
1141,24206631,Longevity and mortality of owned dogs in England,NULL,O'Neill et al.,NULL,2013,Vet J,198,638-643,NULL,NULL,0
