id_refs,hagrid,id_biblio
1576,513,575
1577,513,820
1578,514,444
1579,514,577
1580,514,818
1581,515,577
1582,515,444
1583,515,818
1584,516,579
1585,516,444
1586,516,445
1587,517,575
1588,517,61
1589,517,729
1590,517,732
1591,517,445
1592,517,450
1593,518,409
1594,518,410
1595,518,416
1596,518,417
1597,518,891
1598,519,450
1599,519,510
1600,519,729
1601,519,820
1602,520,444
1603,520,445
1604,521,427
1605,521,820
1606,522,427
1607,522,510
1608,522,437
1609,522,444
1610,522,445
1611,523,450
1612,523,510
1613,523,729
1614,523,820
1615,524,450
1616,524,820
1617,525,427
1618,525,445
1619,526,986
1620,527,450
1621,527,820
1622,528,575
1623,528,820
1624,529,986
1625,530,450
1626,530,820
1627,531,450
1628,531,729
1629,531,820
1630,532,575
1631,532,820
1632,533,575
1633,533,820
1634,534,986
1635,535,427
1636,535,820
1637,536,579
1638,536,444
1639,536,445
1640,537,444
1641,537,445
1642,537,579
1643,538,450
1644,538,510
1645,538,729
1646,538,820
1647,539,435
1648,539,444
1649,539,732
1650,539,445
1651,539,820
1652,540,427
1653,540,820
1654,541,448
1655,541,820
1656,542,445
1657,542,575
1658,543,427
1659,543,820
1660,543,575
1661,544,820
1662,544,972
1663,545,450
1664,545,820
1665,545,1146
1666,546,444
1667,546,445
1668,546,450
1669,546,729
1670,546,732
1671,546,972
1672,547,450
1673,547,820
1674,548,445
1675,549,427
1676,549,437
1677,549,444
1678,549,445
1679,550,450
1680,550,729
1681,550,820
1682,551,445
1683,551,437
1684,551,440
1685,551,444
1686,551,732
1687,552,820
1688,552,1146
1689,553,1
1690,553,820
1691,554,427
1692,554,445
1693,555,61
1694,555,218
1695,555,437
1696,555,444
1697,555,732
1698,555,445
1699,556,510
1700,556,729
1701,556,820
1702,556,732
1703,556,553
1704,557,450
1705,557,820
1706,557,729
1707,557,732
1708,557,1186
1709,558,450
1710,558,820
1711,558,972
1712,559,1
1713,559,820
1714,560,1
1715,560,820
1716,561,1
1717,561,820
1718,562,427
1719,562,444
1720,562,445
1721,563,2
1722,563,732
1723,563,820
1724,564,1
1725,564,820
1726,565,820
1727,566,444
1728,566,445
1729,567,576
1730,567,435
1731,567,444
1732,567,445
1733,567,820
1734,568,437
1735,568,444
1736,568,445
1737,569,575
1738,569,820
1739,570,435
1740,570,437
1741,570,444
1742,570,445
1743,570,732
1744,570,820
1745,571,444
1746,571,445
1747,572,986
1748,573,986
1749,573,987
1750,574,952
1751,575,450
1752,575,510
1753,575,729
1754,575,732
1755,575,820
1756,576,2
1757,576,28
1758,576,62
1759,576,217
1760,576,218
1761,576,219
1762,576,220
1763,576,221
1764,576,222
1765,576,223
1766,576,224
1767,576,225
1768,576,226
1769,576,227
1770,576,228
1771,576,229
1772,576,288
1773,576,471
1774,576,519
1775,576,694
1776,576,725
1777,576,732
1778,576,797
1779,577,1
1780,577,435
1781,577,444
1782,577,732
1783,577,445
1784,577,820
1785,578,1
1786,578,440
1787,578,732
1788,578,445
1789,579,445
1790,580,445
1791,581,1
1792,581,135
1793,581,136
1794,581,137
1795,581,138
1796,581,139
1797,581,80
1798,581,435
1799,581,607
1800,581,732
1801,581,820
1802,581,870
1803,582,444
1804,582,445
1805,582,450
1806,582,510
1807,582,729
1808,582,732
1809,583,1
1810,583,444
1811,583,445
1812,584,450
1813,584,820
1814,585,450
1815,585,729
1816,585,732
1817,585,1143
1818,586,1
1819,586,288
1820,586,437
1821,586,444
1822,586,732
1823,586,445
1824,586,820
1825,587,575
1826,587,2
1827,587,438
1828,587,732
1829,587,445
1830,588,1
1831,588,425
1832,588,444
1833,588,445
1834,588,729
1835,588,732
1836,589,61
1837,589,437
1838,589,444
1839,589,445
1840,589,575
1841,589,732
1842,590,448
1843,591,2
1844,591,820
1845,592,1
1846,592,510
1847,592,729
1848,592,732
1849,592,820
1850,593,450
1851,593,732
1852,593,820
1853,594,437
1854,594,444
1855,594,445
1856,595,576
1857,595,437
1858,595,444
1859,595,445
1860,596,437
1861,596,444
1862,596,445
1863,596,732
1864,597,427
1865,597,445
1866,598,1
1867,598,444
1868,598,729
1869,598,445
1870,599,427
1871,599,440
1872,599,444
1873,599,445
1874,600,729
1875,600,444
1876,600,445
1877,600,553
1878,601,448
1879,601,732
1880,602,986
1881,603,316
1882,603,437
1883,603,444
1884,603,732
1885,603,445
1886,604,986
1887,605,61
1888,605,427
1889,605,437
1890,605,444
1891,605,732
1892,605,445
1893,606,444
1894,606,729
1895,606,732
1896,606,820
1897,607,575
1898,607,438
1899,607,732
1900,608,575
1901,608,732
1902,608,820
1903,609,575
1904,609,448
1905,609,732
1906,610,575
1907,610,820
1908,611,448
1909,611,732
1910,612,577
1911,612,444
1912,612,732
1913,612,445
1914,613,444
1915,613,450
1916,613,510
1917,613,729
1918,613,732
1919,613,820
1920,613,972
1921,614,450
1922,614,444
1923,614,729
1924,614,445
1925,615,575
1926,615,820
1927,616,450
1928,616,729
1929,616,820
1930,616,732
1931,617,444
1932,617,445
1933,617,576
1934,618,575
1935,618,820
1936,619,820
1937,620,575
1938,620,732
1939,620,820
1940,621,820
1941,621,958
1942,622,450
1943,622,435
1944,622,729
1945,622,820
1946,623,450
1947,623,820
1948,624,578
1949,624,820
1950,625,450
1951,625,729
1952,625,820
1953,626,729
1954,626,510
1955,626,820
1956,627,450
1957,627,510
1958,627,729
1959,627,820
1960,628,450
1961,628,729
1962,628,732
1963,628,820
1964,629,803
1965,629,48
1966,629,788
1967,629,748
1968,629,820
1969,629,1133
1970,629,1143
1971,629,1205
1972,630,450
1973,630,820
1974,631,450
1975,631,510
1976,631,729
1977,631,820
1978,632,450
1979,632,729
1980,632,820
1981,633,450
1982,633,729
1983,633,820
1984,634,450
1985,634,510
1986,634,729
1987,634,820
1988,635,427
1989,635,435
1990,635,444
1991,635,445
1992,635,820
1993,636,435
1994,636,444
1995,636,450
1996,636,729
1997,636,732
1998,636,445
1999,637,577
2000,637,105
2001,637,510
2002,637,444
2003,637,732
2004,637,445
2005,637,820
2006,638,820
2007,638,729
2008,638,450
2009,639,435
2010,639,729
2011,639,820
2012,639,553
2013,640,427
2014,640,444
2015,640,445
2016,640,732
2017,641,450
2018,641,510
2019,641,444
2020,641,729
2021,641,820
2022,641,445
2023,642,580
2024,642,444
2025,642,732
2026,642,445
2027,643,1
2028,643,444
2029,643,445
2030,644,444
2031,644,445
2032,644,580
2033,645,427
2034,645,444
2035,645,729
2036,645,732
2037,645,445
2038,646,435
2039,646,444
2040,646,732
2041,646,445
2042,646,820
2043,647,427
2044,647,425
2045,647,444
2046,647,445
2047,647,820
2048,648,427
2049,648,820
2050,649,427
2051,649,444
2052,649,445
2053,650,427
2054,650,444
2055,650,445
2056,651,444
2057,651,445
2058,652,1
2059,652,444
2060,652,445
2061,652,818
2062,653,444
2063,653,445
2064,654,818
2065,654,444
2066,654,445
2067,655,444
2068,655,445
2069,656,444
2070,656,445
2071,656,427
2072,657,427
2073,657,444
2074,657,445
2075,658,444
2076,658,445
2077,658,427
2078,659,818
2079,660,450
2080,660,729
2081,660,820
2082,661,450
2083,661,729
2084,662,729
2085,662,820
2086,662,553
2087,663,450
2088,663,729
2089,663,820
2090,663,1143
2091,664,427
2092,664,445
2093,665,427
2094,665,820
2095,666,575
2096,666,820
2097,667,575
2098,667,820
2099,668,445
2100,669,427
2101,669,437
2102,669,444
2103,669,732
2104,669,445
2105,669,412
2106,669,1143
2107,670,445
2108,671,1
2109,671,444
2110,671,445
2111,671,972
2112,672,450
2113,672,729
2114,672,820
2115,672,732
2116,672,868
2117,673,61
2118,673,444
2119,673,732
2120,673,445
2121,674,427
2122,674,444
2123,674,732
2124,674,445
